id	bacterial_strain	organism_type	experiment	replicate	sampling_date	day_in_experiment	unreliable_pop_size	notes	OD600	pred_cells_ml	pred_corrected								
F3	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	6	28/01/2019	1309	no	NA	0.570	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	6	04/02/2019	1316	no	NA	0.554	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	6	11/02/2019	1323	no	NA	0.543	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	6	18/02/2019	1330	no	NA	0.517	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	6	25/02/2019	1337	no	NA	0.533	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	6	04/03/2019	1344	no	NA	NA	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	6	11/03/2019	1351	no	NA	NA	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	6	18/03/2019	1358	no	NA	NA	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	29/06/2015	0	no	NA	NA	10000	5000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	27/07/2015	28	no	NA	NA	8000	4000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	24/08/2015	56	no	NA	NA	12800	6400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	21/09/2015	84	no	NA	NA	22400	11200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	19/10/2015	112	no	NA	NA	15200	7600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	16/11/2015	140	no	NA	NA	32400	16200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	14/12/2015	168	no	NA	NA	30000	15000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	11/01/2016	196	no	NA	NA	34400	17200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	08/02/2016	224	no	NA	NA	27600	13800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	07/03/2016	252	no	NA	NA	31200	15600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	03/04/2016	279	no	NA	NA	49200	24600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	04/05/2016	310	no	NA	NA	2000	1000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	30/05/2016	336	no	NA	NA	27600	13800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	27/06/2016	364	no	NA	NA	40000	20000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	25/07/2016	392	no	NA	NA	23200	11600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	22/08/2016	420	no	NA	NA	32800	16400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	19/09/2016	448	no	NA	NA	12800	6400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	17/10/2016	476	no	NA	NA	8400	4200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	14/11/2016	504	no	NA	NA	6800	3400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	12/12/2016	532	no	NA	NA	9600	4800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	09/01/2017	560	no	NA	NA	37600	18800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	06/02/2017	588	no	NA	NA	22800	11400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	06/03/2017	616	no	NA	NA	15200	7600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	13/03/2017	623	no	NA	NA	5600	2800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	03/04/2017	644	no	NA	NA	3600	1800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	01/05/2017	672	yes	NA	NA	11600	5800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	29/05/2017	700	no	NA	NA	11200	5600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	26/06/2017	728	no	NA	NA	12400	6200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	24/07/2017	756	no	NA	NA	12400	6200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	21/08/2017	784	no	NA	NA	18000	9000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	18/09/2017	812	no	NA	NA	15200	7600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	17/10/2017	841	no	NA	NA	24000	12000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	14/11/2017	869	no	NA	NA	44800	22400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	12/12/2017	897	no	NA	NA	34400	17200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	09/01/2018	925	no	NA	NA	37600	18800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	06/02/2018	953	no	NA	NA	38800	19400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	06/03/2018	981	no	NA	NA	23600	11800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	03/04/2018	1009	no	NA	NA	45600	22800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	01/05/2018	1037	no	NA	NA	37200	18600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	29/05/2018	1065	yes	NA	NA	20800	10400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	26/06/2018	1093	no	NA	NA	46000	23000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	24/07/2018	1121	no	NA	NA	30000	15000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	21/08/2018	1149	no	NA	NA	14000	14000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	18/09/2018	1177	no	NA	NA	21600	21600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	16/10/2018	1205	no	NA	NA	8800	8800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	13/11/2018	1233	no	NA	NA	5600	5600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	11/12/2018	1261	no	NA	NA	10800	10800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	08/01/2019	1289	yes	NA	NA	21600	21600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	14/01/2019	1295	yes	NA	NA	5600	5600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	21/01/2019	1302	no	NA	NA	4000	4000								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	28/01/2019	1309	no	NA	NA	10800	10800								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	04/02/2019	1316	no	NA	NA	10400	10400								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	11/02/2019	1323	no	NA	NA	3200	3200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	18/02/2019	1330	no	NA	NA	7200	7200								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	25/02/2019	1337	no	NA	NA	5600	5600								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	04/03/2019	1344	no	NA	NA	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	11/03/2019	1351	no	NA	NA	NA	NA								
F3	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	6	18/03/2019	1358	no	NA	NA	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	29/06/2015	0	no	NA	0.000	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	27/07/2015	28	no	NA	0.221	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	24/08/2015	56	no	NA	0.243	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	21/09/2015	84	no	NA	0.275	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	19/10/2015	112	no	NA	0.205	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	16/11/2015	140	no	NA	0.185	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	14/12/2015	168	no	NA	0.163	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	11/01/2016	196	no	NA	0.162	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	08/02/2016	224	no	NA	0.206	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	07/03/2016	252	no	NA	0.240	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	03/04/2016	279	no	NA	0.181	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	04/05/2016	310	no	NA	0.188	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	30/05/2016	336	no	NA	0.190	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	27/06/2016	364	no	NA	0.278	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	25/07/2016	392	no	NA	0.214	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	22/08/2016	420	no	NA	0.193	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	19/09/2016	448	no	NA	0.211	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	17/10/2016	476	no	NA	0.212	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	14/11/2016	504	no	NA	0.238	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	12/12/2016	532	no	NA	0.268	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	09/01/2017	560	no	NA	0.236	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	06/02/2017	588	no	NA	0.242	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	06/03/2017	616	no	NA	0.246	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	13/03/2017	623	no	NA	0.208	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	03/04/2017	644	no	NA	0.344	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	01/05/2017	672	yes	NA	0.134	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	29/05/2017	700	no	NA	0.242	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	26/06/2017	728	no	NA	0.256	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	24/07/2017	756	no	NA	0.338	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	21/08/2017	784	no	NA	0.279	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	18/09/2017	812	no	NA	0.351	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	17/10/2017	841	no	NA	0.354	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	14/11/2017	869	no	NA	0.385	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	12/12/2017	897	no	NA	0.419	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	09/01/2018	925	no	NA	0.401	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	06/02/2018	953	no	NA	0.469	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	06/03/2018	981	no	NA	0.418	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	03/04/2018	1009	no	NA	0.483	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	01/05/2018	1037	no	NA	0.549	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	29/05/2018	1065	yes	NA	0.144	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	26/06/2018	1093	no	NA	0.371	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	24/07/2018	1121	no	NA	0.320	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	21/08/2018	1149	no	NA	0.593	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	18/09/2018	1177	no	NA	0.596	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	16/10/2018	1205	no	NA	0.551	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	13/11/2018	1233	no	NA	0.514	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	11/12/2018	1261	no	NA	0.165	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	08/01/2019	1289	yes	NA	0.658	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	14/01/2019	1295	yes	NA	0.240	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	21/01/2019	1302	no	NA	0.470	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	28/01/2019	1309	no	NA	0.309	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	04/02/2019	1316	no	NA	0.541	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	11/02/2019	1323	no	NA	0.490	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	18/02/2019	1330	no	NA	0.183	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	25/02/2019	1337	no	NA	0.215	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	04/03/2019	1344	no	NA	NA	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	11/03/2019	1351	no	NA	NA	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	1	18/03/2019	1358	no	NA	NA	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	29/06/2015	0	no	NA	NA	10000	5000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	27/07/2015	28	no	NA	NA	14800	7400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	24/08/2015	56	no	NA	NA	7600	3800								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	21/09/2015	84	no	NA	NA	14000	7000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	19/10/2015	112	no	NA	NA	12800	6400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	16/11/2015	140	no	NA	NA	17200	8600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	14/12/2015	168	no	NA	NA	15600	7800								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	11/01/2016	196	no	NA	NA	30000	15000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	08/02/2016	224	no	NA	NA	30400	15200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	07/03/2016	252	no	NA	NA	24400	12200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	03/04/2016	279	no	NA	NA	17600	8800								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	04/05/2016	310	no	NA	NA	13200	6600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	30/05/2016	336	no	NA	NA	23600	11800								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	27/06/2016	364	no	NA	NA	31800	15900								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	25/07/2016	392	no	NA	NA	24000	12000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	22/08/2016	420	no	NA	NA	23200	11600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	19/09/2016	448	no	NA	NA	26800	13400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	17/10/2016	476	no	NA	NA	33200	16600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	14/11/2016	504	no	NA	NA	24400	12200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	12/12/2016	532	no	NA	NA	5600	2800								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	09/01/2017	560	no	NA	NA	17200	8600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	06/02/2017	588	no	NA	NA	14800	7400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	06/03/2017	616	no	NA	NA	20000	10000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	13/03/2017	623	no	NA	NA	6400	3200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	03/04/2017	644	no	NA	NA	5200	2600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	01/05/2017	672	yes	NA	NA	13600	6800								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	29/05/2017	700	no	NA	NA	20000	10000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	26/06/2017	728	no	NA	NA	32400	16200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	24/07/2017	756	no	NA	NA	6400	3200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	21/08/2017	784	no	NA	NA	22400	11200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	18/09/2017	812	no	NA	NA	16400	8200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	17/10/2017	841	no	NA	NA	18400	9200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	14/11/2017	869	no	NA	NA	76800	38400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	12/12/2017	897	no	NA	NA	45200	22600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	09/01/2018	925	no	NA	NA	32400	16200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	06/02/2018	953	no	NA	NA	54400	27200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	06/03/2018	981	no	NA	NA	23200	11600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	03/04/2018	1009	no	NA	NA	23200	11600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	01/05/2018	1037	no	NA	NA	29600	14800								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	29/05/2018	1065	yes	NA	NA	20000	10000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	26/06/2018	1093	no	NA	NA	52800	26400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	24/07/2018	1121	no	NA	NA	36400	18200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	21/08/2018	1149	no	NA	NA	9200	9200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	18/09/2018	1177	no	NA	NA	14400	14400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	16/10/2018	1205	no	NA	NA	10400	10400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	13/11/2018	1233	no	NA	NA	8000	8000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	11/12/2018	1261	no	NA	NA	18400	18400								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	08/01/2019	1289	yes	NA	NA	6000	6000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	14/01/2019	1295	yes	NA	NA	43200	43200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	21/01/2019	1302	no	NA	NA	14800	14800								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	28/01/2019	1309	no	NA	NA	7200	7200								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	04/02/2019	1316	no	NA	NA	6000	6000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	11/02/2019	1323	no	NA	NA	5600	5600								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	18/02/2019	1330	no	NA	NA	10000	10000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	25/02/2019	1337	no	NA	NA	12000	12000								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	04/03/2019	1344	no	NA	NA	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	11/03/2019	1351	no	NA	NA	NA	NA								
Ct1	Comamonas_testosteroni_HAMBI_403	ciliate	bacteria-ciliate	1	18/03/2019	1358	no	NA	NA	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	29/06/2015	0	no	NA	0.000	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	27/07/2015	28	no	NA	0.202	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	24/08/2015	56	no	NA	0.178	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	21/09/2015	84	no	NA	0.163	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	19/10/2015	112	no	NA	0.152	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	16/11/2015	140	no	NA	0.173	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	14/12/2015	168	no	NA	0.177	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	11/01/2016	196	no	NA	0.235	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	08/02/2016	224	no	NA	0.264	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	07/03/2016	252	no	NA	0.264	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	03/04/2016	279	no	NA	0.167	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	04/05/2016	310	no	NA	0.220	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	30/05/2016	336	no	NA	0.287	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	27/06/2016	364	no	NA	0.265	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	25/07/2016	392	no	NA	0.317	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	22/08/2016	420	no	NA	0.430	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	19/09/2016	448	no	NA	0.364	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	17/10/2016	476	no	NA	0.410	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	14/11/2016	504	no	NA	0.490	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	12/12/2016	532	no	NA	0.475	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	09/01/2017	560	no	NA	0.427	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	06/02/2017	588	no	NA	0.425	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	06/03/2017	616	no	NA	0.458	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	13/03/2017	623	no	NA	0.436	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	03/04/2017	644	no	NA	0.476	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	01/05/2017	672	yes	NA	0.143	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	29/05/2017	700	no	NA	0.325	NA	NA								
Ct2	Comamonas_testosteroni_HAMBI_403	bacteria	bacteria-ciliate	2	26/06/2017	728	no	NA	0.374	NA	NA								
