id	bacterial_strain	organism_type	experiment	replicate	sampling_date	day_in_experiment	unreliable_pop_size	notes	OD600	pred_cells_ml	pred_corrected								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	04/05/2016	310	no	NA	0.152	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	30/05/2016	336	no	NA	0.312	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	27/06/2016	364	no	NA	0.257	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	25/07/2016	392	no	NA	0.187	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	22/08/2016	420	no	NA	0.177	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	19/09/2016	448	no	NA	0.179	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	17/10/2016	476	no	NA	0.114	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	14/11/2016	504	no	NA	0.121	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	12/12/2016	532	no	NA	0.112	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	09/01/2017	560	no	NA	0.159	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	06/02/2017	588	no	NA	0.129	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	06/03/2017	616	no	NA	0.159	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	13/03/2017	623	no	NA	0.251	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	03/04/2017	644	no	NA	0.102	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	01/05/2017	672	yes	NA	0.194	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	29/05/2017	700	no	NA	0.079	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	26/06/2017	728	no	NA	0.150	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	24/07/2017	756	no	NA	0.128	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	21/08/2017	784	no	NA	0.117	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	18/09/2017	812	no	NA	0.158	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	17/10/2017	841	no	NA	0.259	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	14/11/2017	869	no	NA	0.134	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	12/12/2017	897	no	NA	0.121	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	09/01/2018	925	no	NA	0.121	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	06/02/2018	953	no	NA	0.200	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	06/03/2018	981	no	NA	0.145	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	03/04/2018	1009	no	NA	0.164	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	01/05/2018	1037	no	NA	0.240	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	29/05/2018	1065	yes	NA	0.113	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	26/06/2018	1093	no	NA	0.179	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	24/07/2018	1121	no	NA	0.149	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	21/08/2018	1149	yes	NA	0.154	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	18/09/2018	1177	no	NA	0.169	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	16/10/2018	1205	no	NA	0.148	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	13/11/2018	1233	no	NA	0.174	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	11/12/2018	1261	no	NA	0.184	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	08/01/2019	1289	yes	NA	0.235	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	14/01/2019	1295	yes	NA	0.243	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	21/01/2019	1302	no	NA	0.223	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	28/01/2019	1309	no	NA	0.220	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	04/02/2019	1316	no	NA	0.229	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	11/02/2019	1323	no	NA	0.237	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	18/02/2019	1330	no	NA	0.243	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	25/02/2019	1337	no	NA	0.237	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	04/03/2019	1344	no	NA	NA	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	11/03/2019	1351	no	NA	NA	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	1	18/03/2019	1358	no	NA	NA	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	29/06/2015	0	no	NA	NA	10000	5000								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	27/07/2015	28	no	NA	NA	43200	21600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	24/08/2015	56	no	NA	NA	29200	14600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	21/09/2015	84	no	NA	NA	41600	20800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	19/10/2015	112	no	NA	NA	17600	8800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	16/11/2015	140	no	NA	NA	40800	20400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	14/12/2015	168	no	NA	NA	20800	10400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	11/01/2016	196	no	NA	NA	22400	11200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	08/02/2016	224	no	NA	NA	36000	18000								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	07/03/2016	252	no	NA	NA	10400	5200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	03/04/2016	279	no	NA	NA	38400	19200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	04/05/2016	310	no	NA	NA	15600	7800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	30/05/2016	336	no	NA	NA	12400	6200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	27/06/2016	364	no	NA	NA	22600	11300								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	25/07/2016	392	no	NA	NA	27200	13600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	22/08/2016	420	no	NA	NA	16400	8200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	19/09/2016	448	no	NA	NA	40800	20400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	17/10/2016	476	no	NA	NA	55600	27800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	14/11/2016	504	no	NA	NA	65600	32800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	12/12/2016	532	no	NA	NA	20400	10200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	09/01/2017	560	no	NA	NA	40800	20400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	06/02/2017	588	no	NA	NA	49600	24800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	06/03/2017	616	no	NA	NA	32800	16400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	13/03/2017	623	no	NA	NA	8800	4400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	03/04/2017	644	no	NA	NA	11200	5600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	01/05/2017	672	yes	NA	NA	2800	1400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	29/05/2017	700	no	NA	NA	29600	14800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	26/06/2017	728	no	NA	NA	24400	12200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	24/07/2017	756	no	NA	NA	39200	19600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	21/08/2017	784	no	NA	NA	45600	22800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	18/09/2017	812	no	NA	NA	43200	21600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	17/10/2017	841	no	NA	NA	46400	23200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	14/11/2017	869	no	NA	NA	60800	30400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	12/12/2017	897	no	NA	NA	79200	39600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	09/01/2018	925	no	NA	NA	75200	37600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	06/02/2018	953	no	NA	NA	70800	35400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	06/03/2018	981	no	NA	NA	69600	34800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	03/04/2018	1009	no	NA	NA	52400	26200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	01/05/2018	1037	no	NA	NA	106800	53400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	29/05/2018	1065	yes	NA	NA	87600	43800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	26/06/2018	1093	no	NA	NA	70400	35200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	24/07/2018	1121	no	NA	NA	67200	33600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	21/08/2018	1149	yes	NA	NA	28000	28000								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	18/09/2018	1177	no	NA	NA	56400	56400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	16/10/2018	1205	no	NA	NA	30000	30000								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	13/11/2018	1233	no	NA	NA	33200	33200								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	11/12/2018	1261	no	NA	NA	18000	18000								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	08/01/2019	1289	yes	NA	NA	52400	52400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	14/01/2019	1295	yes	NA	NA	52000	52000								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	21/01/2019	1302	no	NA	NA	38800	38800								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	28/01/2019	1309	no	NA	NA	31600	31600								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	04/02/2019	1316	no	NA	NA	30400	30400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	11/02/2019	1323	no	NA	NA	28000	28000								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	18/02/2019	1330	no	NA	NA	24000	24000								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	25/02/2019	1337	no	NA	NA	34400	34400								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	04/03/2019	1344	no	NA	NA	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	11/03/2019	1351	no	NA	NA	NA	NA								
Sc1	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	1	18/03/2019	1358	no	NA	NA	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	29/06/2015	0	no	NA	0.000	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	27/07/2015	28	no	NA	0.145	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	24/08/2015	56	no	NA	0.168	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	21/09/2015	84	no	NA	0.121	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	19/10/2015	112	no	NA	0.141	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	16/11/2015	140	no	NA	0.163	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	14/12/2015	168	no	NA	0.132	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	11/01/2016	196	no	NA	0.135	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	08/02/2016	224	no	NA	0.123	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	07/03/2016	252	no	NA	0.113	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	03/04/2016	279	no	NA	0.120	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	04/05/2016	310	no	NA	0.128	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	30/05/2016	336	no	NA	0.120	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	27/06/2016	364	no	NA	0.139	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	25/07/2016	392	no	NA	0.117	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	22/08/2016	420	no	NA	0.131	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	19/09/2016	448	no	NA	0.103	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	17/10/2016	476	no	NA	0.125	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	14/11/2016	504	no	NA	0.113	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	12/12/2016	532	no	NA	0.113	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	09/01/2017	560	no	NA	0.101	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	06/02/2017	588	no	NA	0.100	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	06/03/2017	616	no	NA	0.102	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	13/03/2017	623	no	NA	0.107	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	03/04/2017	644	no	NA	0.095	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	01/05/2017	672	yes	NA	0.163	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	29/05/2017	700	no	NA	0.186	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	26/06/2017	728	no	NA	0.486	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	24/07/2017	756	no	NA	0.489	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	21/08/2017	784	no	NA	0.426	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	18/09/2017	812	no	NA	0.575	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	17/10/2017	841	no	NA	0.460	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	14/11/2017	869	no	NA	0.140	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	12/12/2017	897	no	NA	0.179	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	09/01/2018	925	no	NA	0.117	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	06/02/2018	953	no	NA	0.156	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	06/03/2018	981	no	NA	0.134	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	03/04/2018	1009	no	NA	0.118	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	01/05/2018	1037	no	NA	0.161	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	29/05/2018	1065	yes	NA	0.545	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	26/06/2018	1093	no	NA	0.295	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	24/07/2018	1121	no	NA	0.150	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	21/08/2018	1149	no	NA	0.131	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	18/09/2018	1177	no	NA	0.147	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	16/10/2018	1205	no	NA	0.100	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	13/11/2018	1233	no	NA	0.130	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	11/12/2018	1261	no	NA	0.107	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	08/01/2019	1289	yes	NA	0.177	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	14/01/2019	1295	yes	NA	0.148	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	21/01/2019	1302	no	NA	0.132	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	28/01/2019	1309	no	NA	0.140	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	04/02/2019	1316	no	NA	0.120	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	11/02/2019	1323	no	NA	0.154	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	18/02/2019	1330	no	NA	0.133	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	25/02/2019	1337	no	NA	0.126	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	04/03/2019	1344	no	NA	NA	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	11/03/2019	1351	no	NA	NA	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	bacteria	bacteria-ciliate	2	18/03/2019	1358	no	NA	NA	NA	NA								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	29/06/2015	0	no	NA	NA	10000	5000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	27/07/2015	28	no	NA	NA	39200	19600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	24/08/2015	56	no	NA	NA	16400	8200								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	21/09/2015	84	no	NA	NA	38000	19000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	19/10/2015	112	no	NA	NA	23200	11600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	16/11/2015	140	no	NA	NA	27200	13600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	14/12/2015	168	no	NA	NA	27600	13800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	11/01/2016	196	no	NA	NA	24800	12400								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	08/02/2016	224	no	NA	NA	67200	33600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	07/03/2016	252	no	NA	NA	43200	21600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	03/04/2016	279	no	NA	NA	52800	26400								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	04/05/2016	310	no	NA	NA	16000	8000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	30/05/2016	336	no	NA	NA	47600	23800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	27/06/2016	364	no	NA	NA	46400	23200								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	25/07/2016	392	no	NA	NA	49600	24800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	22/08/2016	420	no	NA	NA	33600	16800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	19/09/2016	448	no	NA	NA	58000	29000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	17/10/2016	476	no	NA	NA	45600	22800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	14/11/2016	504	no	NA	NA	126400	63200								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	12/12/2016	532	no	NA	NA	74400	37200								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	09/01/2017	560	no	NA	NA	31600	15800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	06/02/2017	588	no	NA	NA	159200	79600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	06/03/2017	616	no	NA	NA	46000	23000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	13/03/2017	623	no	NA	NA	33200	16600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	03/04/2017	644	no	NA	NA	18000	9000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	01/05/2017	672	yes	NA	NA	10400	5200								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	29/05/2017	700	no	NA	NA	28000	14000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	26/06/2017	728	no	NA	NA	5600	2800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	24/07/2017	756	no	NA	NA	3200	1600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	21/08/2017	784	no	NA	NA	6000	3000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	18/09/2017	812	no	NA	NA	800	400								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	17/10/2017	841	no	NA	NA	18800	9400								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	14/11/2017	869	no	NA	NA	107600	53800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	12/12/2017	897	no	NA	NA	90000	45000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	09/01/2018	925	no	NA	NA	86400	43200								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	06/02/2018	953	no	NA	NA	126800	63400								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	06/03/2018	981	no	NA	NA	78000	39000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	03/04/2018	1009	no	NA	NA	71200	35600								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	01/05/2018	1037	no	NA	NA	118800	59400								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	29/05/2018	1065	yes	NA	NA	7600	3800								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	26/06/2018	1093	no	NA	NA	36000	18000								
Sc2	Sphingomonas_capsulata_HAMBI_103	ciliate	bacteria-ciliate	2	24/07/2018	1121	no	NA	NA	72400	36200								
