Species,Treatment,Medium,Replicate,Timepoint,Isolate,Ratio
PF,CoEvo,KCl,R2,TP2,9,1.0178199443251528
PF,CoEvo,KCl,R2,TP2,10,1.0302520977897656
PF,CoEvo,KCl,R3,TP1,1,1.0429553046295068
PF,CoEvo,KCl,R3,TP1,2,0.7838089170510117
PF,CoEvo,KCl,R3,TP1,3,0.9124092228331007
PF,CoEvo,KCl,R3,TP1,4,0.9361917363812319
PF,CoEvo,KCl,R3,TP1,5,0.9051295036153559
PF,CoEvo,KCl,R3,TP1,6,1.0309999146907902
PF,CoEvo,KCl,R3,TP1,7,1.2135858243925046
PF,CoEvo,KCl,R3,TP1,8,0.8758387982655005
PF,CoEvo,KCl,R3,TP1,9,0.8357882419708
PF,CoEvo,KCl,R3,TP1,10,1.0194196432622966
PF,CoEvo,KCl,R3,TP2,1,1.0602325371745467
PF,CoEvo,KCl,R3,TP2,2,1.045653737783691
PF,CoEvo,KCl,R3,TP2,3,1.1997040193948372
PF,CoEvo,KCl,R3,TP2,4,1.327333857289188
PF,CoEvo,KCl,R3,TP2,5,1.231279317477921
PF,CoEvo,KCl,R3,TP2,6,0.9933452766226749
PF,CoEvo,KCl,R3,TP2,7,1.3622755414865946
PF,CoEvo,KCl,R3,TP2,8,1.2416543694348599
PF,CoEvo,KCl,R3,TP2,9,1.3186843504792745
PF,CoEvo,KCl,R3,TP2,10,1.2372303911336504
PF,Evo,Tetra,R1,TP1,1,1.2322208151316774
PF,Evo,Tetra,R1,TP1,2,1.353232435316231
PF,Evo,Tetra,R1,TP1,3,1.6442829269500006
PF,Evo,Tetra,R1,TP1,4,1.6890971566229276
PF,Evo,Tetra,R1,TP1,5,1.4496204293047001
PF,Evo,Tetra,R1,TP1,6,1.855742510680367
PF,Evo,Tetra,R1,TP1,7,1.5898876481741968
PF,Evo,Tetra,R1,TP1,8,1.611728260107333
PF,Evo,Tetra,R1,TP1,9,1.3902476250190783
PF,Evo,Tetra,R1,TP1,10,1.4441479012579939
PF,Evo,Tetra,R1,TP2,1,1.4675615212527964
PF,Evo,Tetra,R1,TP2,2,1.1833750647972072
PF,Evo,Tetra,R1,TP2,3,1.9111662947272605
PF,Evo,Tetra,R1,TP2,4,1.5263898227478416
PF,Evo,Tetra,R1,TP2,5,1.6900871616967037
PF,Evo,Tetra,R1,TP2,6,1.7003282141820977
PF,Evo,Tetra,R1,TP2,7,1.535772870835963
PF,Evo,Tetra,R1,TP2,8,1.4581234728827985
PF,Evo,Tetra,R1,TP2,9,1.0169442118390857
PF,Evo,Tetra,R1,TP2,10,1.3748530461218613
PF,Evo,Tetra,R2,TP1,1,0.9468353525311818
PF,Evo,Tetra,R2,TP1,2,1.6147367755259747
PF,Evo,Tetra,R2,TP1,3,1.4504949337865356
PF,Evo,Tetra,R2,TP1,4,1.8933682035120432
PF,Evo,Tetra,R2,TP1,5,1.9634385626226334
PF,Evo,Tetra,R2,TP1,6,1.8529264962482932
PF,Evo,Tetra,R2,TP1,7,1.5540494645035057
PF,Evo,Tetra,R2,TP1,8,1.7571930056141536
PF,Evo,Tetra,R2,TP1,9,1.5775015846956217
PF,Evo,Tetra,R2,TP1,10,1.62749684092131
PF,Evo,Tetra,R2,TP2,1,1.6581319979264895
PF,Evo,Tetra,R2,TP2,2,1.7706680746738825
PF,Evo,Tetra,R2,TP2,3,1.417230763307662
PF,Evo,Tetra,R2,TP2,4,1.4251233037569317
PF,Evo,Tetra,R2,TP2,5,1.2234647702569477
PF,Evo,Tetra,R2,TP2,6,1.6098362504107835
PF,Evo,Tetra,R2,TP2,7,1.5733710635267006
PF,Evo,Tetra,R2,TP2,8,1.1369768270062386
PF,Evo,Tetra,R2,TP2,9,1.4947371605279476
PF,Evo,Tetra,R2,TP2,10,1.414227747917208
PF,Evo,Tetra,R3,TP1,1,1.0899515860018782
PF,Evo,Tetra,R3,TP1,2,1.5494074407131337
PF,Evo,Tetra,R3,TP1,3,1.8132272927898754
PF,Evo,Tetra,R3,TP1,4,1.8089152706907625
PF,Evo,Tetra,R3,TP1,5,1.7577265083483553
PF,Evo,Tetra,R3,TP1,6,1.562827509490986
PF,Evo,Tetra,R3,TP1,7,1.342325879420132
PF,Evo,Tetra,R3,TP1,8,1.5618430044453977
PF,Evo,Tetra,R3,TP1,9,1.7282683573753317
PF,Evo,Tetra,R3,TP1,10,1.6418794146319997
PF,Evo,Tetra,R3,TP2,1,1.4896166342852508
PF,Evo,Tetra,R3,TP2,2,1.7764431042709095
PF,Evo,Tetra,R3,TP2,3,1.80378374439169
PF,Evo,Tetra,R3,TP2,4,1.875361111225695
PF,Evo,Tetra,R3,TP2,5,1.7042442342517006
PF,Evo,Tetra,R3,TP2,6,1.4618579920222092
PF,Evo,Tetra,R3,TP2,7,1.7030727282477325
PF,Evo,Tetra,R3,TP2,8,1.534568364662869
PF,Evo,Tetra,R3,TP2,9,1.4125942395454776
PF,Evo,Tetra,R3,TP2,10,1.5184807822140092
PF,CoEvo,Tetra,R1,TP1,1,2.1218228743422314
PF,CoEvo,Tetra,R1,TP1,2,1.6150667772172334
PF,CoEvo,Tetra,R1,TP1,3,1.6318418631895488
PF,CoEvo,Tetra,R1,TP1,4,1.72773485464113
PF,CoEvo,Tetra,R1,TP1,5,1.6856926391747757
PF,CoEvo,Tetra,R1,TP1,6,1.6300818541695026
PF,CoEvo,Tetra,R1,TP1,7,1.8490819765451298
PF,CoEvo,Tetra,R1,TP1,8,1.7591785157898934
PF,CoEvo,Tetra,R1,TP1,9,1.649997456236963
PF,CoEvo,Tetra,R1,TP1,10,1.937065927462878
PF,CoEvo,Tetra,R1,TP2,1,1.6285198461642114
PF,CoEvo,Tetra,R1,TP2,2,1.7300833666772544
PF,CoEvo,Tetra,R1,TP2,3,1.670127559403742
PF,CoEvo,Tetra,R1,TP2,4,1.7192648112321576
PF,CoEvo,Tetra,R1,TP2,5,1.6391239005099902
PF,CoEvo,Tetra,R1,TP2,6,1.6153252785420524
PF,CoEvo,Tetra,R1,TP2,7,1.6048367247882147
PF,CoEvo,Tetra,R1,TP2,8,1.5969496843671325
PF,CoEvo,Tetra,R1,TP2,9,1.6199288021351108
PF,CoEvo,Tetra,R1,TP2,10,1.6614870151209524
PF,CoEvo,Tetra,R2,TP1,1,1.0736715025664505
PF,CoEvo,Tetra,R2,TP1,2,1.603670718812434
PF,CoEvo,Tetra,R2,TP1,3,1.609082746549076
PF,CoEvo,Tetra,R2,TP1,4,1.5909271535016616
PF,CoEvo,Tetra,R2,TP1,5,1.6011737060152433
PF,CoEvo,Tetra,R2,TP1,6,1.5579544845167332
PF,CoEvo,Tetra,R2,TP1,7,1.6433534221862887
PF,CoEvo,Tetra,R2,TP1,8,1.5241788114164083
PF,CoEvo,Tetra,R2,TP1,9,1.5278363301611921
PF,CoEvo,Tetra,R2,TP1,10,1.5362568733164756
PF,CoEvo,Tetra,R2,TP2,1,1.6814411173857267
PF,CoEvo,Tetra,R2,TP2,2,1.5297338398859295
PF,CoEvo,Tetra,R2,TP2,3,2.2677331221322503
PF,CoEvo,Tetra,R2,TP2,4,2.5699101707896252
PF,CoEvo,Tetra,R2,TP2,5,1.4666980168273362
PF,CoEvo,Tetra,R2,TP2,6,1.4812950916373446
PF,CoEvo,Tetra,R2,TP2,7,1.0801670358560587
PF,CoEvo,Tetra,R2,TP2,8,1.567420033027669
PF,CoEvo,Tetra,R2,TP2,9,1.9167048231122183
PF,CoEvo,Tetra,R2,TP2,10,1.5114297460774488
PF,CoEvo,Tetra,R3,TP1,1,1.5880616388158988
PF,CoEvo,Tetra,R3,TP1,2,1.5442484142731232
PF,CoEvo,Tetra,R3,TP1,3,1.7075167510233489
PF,CoEvo,Tetra,R3,TP1,4,1.7325583793616945
PF,CoEvo,Tetra,R3,TP1,5,1.6809846150461523
PF,CoEvo,Tetra,R3,TP1,6,1.6234323200906406
PF,CoEvo,Tetra,R3,TP1,7,1.4988676816968687
PF,CoEvo,Tetra,R3,TP1,8,1.6220243128746035
PF,CoEvo,Tetra,R3,TP1,9,1.6409939100937891
PF,CoEvo,Tetra,R3,TP1,10,1.5501884447157792
PF,CoEvo,Tetra,R3,TP2,1,1.5151037649067953
PF,CoEvo,Tetra,R3,TP2,2,1.6525329692314674
PF,CoEvo,Tetra,R3,TP2,3,1.5063257199193145
PF,CoEvo,Tetra,R3,TP2,4,1.5507109473936054
PF,CoEvo,Tetra,R3,TP2,5,1.4919651463213748
PF,CoEvo,Tetra,R3,TP2,6,1.515972769360443
PF,CoEvo,Tetra,R3,TP2,7,1.489754134989942
PF,CoEvo,Tetra,R3,TP2,8,1.4924876489992012
PF,CoEvo,Tetra,R3,TP2,9,1.4855026132008926
PF,CoEvo,Tetra,R3,TP2,10,1.5016396959034417
SC,Evo,KB,R1,TP1,1,0.5601366152726357
SC,Evo,KB,R1,TP1,2,0.5851360903676434
SC,Evo,KB,R1,TP1,3,0.544524774349176
SC,Evo,KB,R1,TP1,4,0.5078794071606373
SC,Evo,KB,R1,TP1,5,1.3917540925092557
SC,Evo,KB,R1,TP1,6,0.5593480913288027
SC,Evo,KB,R1,TP1,7,1.653716677281412
SC,Evo,KB,R1,TP1,8,1.3590653425063397
SC,Evo,KB,R1,TP1,9,0.4758345406148153
SC,Evo,KB,R1,TP1,10,0.5432650023679048
SC,Evo,KB,R1,TP2,1,0.6684816714841281
SC,Evo,KB,R1,TP2,2,1.1378820433501535
SC,Evo,KB,R1,TP2,3,0.8425774934736812
SC,Evo,KB,R1,TP2,4,1.000081651887675
SC,Evo,KB,R1,TP2,5,1.1830472017898093
SC,Evo,KB,R1,TP2,6,0.9909506379345336
SC,Evo,KB,R1,TP2,7,1.1686158138710225
SC,Evo,KB,R1,TP2,8,1.096360892011879
SC,Evo,KB,R1,TP2,9,1.099333020723249
SC,Evo,KB,R1,TP2,10,1.2753464956176266
SC,Evo,KB,R2,TP1,1,0.5417626076346849
SC,Evo,KB,R2,TP1,2,0.6643290897680852
SC,Evo,KB,R2,TP1,3,0.6128137473783911
SC,Evo,KB,R2,TP1,4,0.6779579562765806
SC,Evo,KB,R2,TP1,5,0.9883331117067811
SC,Evo,KB,R2,TP1,6,1.4137581097821295
SC,Evo,KB,R2,TP1,7,0.481750803104638
SC,Evo,KB,R2,TP1,8,0.6469955604702216
SC,Evo,KB,R2,TP1,9,1.3304451894207148
SC,Evo,KB,R2,TP1,10,0.8341136920883986
SC,Evo,KB,R2,TP2,1,0.9398972119379725
SC,Evo,KB,R2,TP2,2,0.9395985993201896
SC,Evo,KB,R2,TP2,3,1.1195593597558842
SC,Evo,KB,R2,TP2,4,1.092418272292715
SC,Evo,KB,R2,TP2,5,1.059850833665773
SC,Evo,KB,R2,TP2,6,1.1504144416527273
SC,Evo,KB,R2,TP2,7,1.2187920653028468
SC,Evo,KB,R2,TP2,8,1.2710352759483865
SC,Evo,KB,R2,TP2,9,1.1723391399490024
SC,Evo,KB,R2,TP2,10,1.3562798466810841
SC,Evo,KB,R3,TP1,1,0.5427004378874091
SC,Evo,KB,R3,TP1,2,0.4201059608210913
SC,Evo,KB,R3,TP1,3,0.6436874925638459
SC,Evo,KB,R3,TP1,4,0.4030243859194819
SC,Evo,KB,R3,TP1,5,0.4950763911731976
SC,Evo,KB,R3,TP1,6,0.47750490494553804
SC,Evo,KB,R3,TP1,7,0.7243502259424377
SC,Evo,KB,R3,TP1,8,0.7692914249187564
SC,Evo,KB,R3,TP1,9,0.5287402980060609
SC,Evo,KB,R3,TP1,10,1.2751178703321364
SC,Evo,KB,R3,TP2,1,1.3919220621067585
SC,Evo,KB,R3,TP2,2,1.631334728414157
SC,Evo,KB,R3,TP2,3,1.6905486773560652
SC,Evo,KB,R3,TP2,4,1.564548150118162
SC,Evo,KB,R3,TP2,5,2.493713971104563
SC,Evo,KB,R3,TP2,6,1.9263686606057637
SC,Evo,KB,R3,TP2,7,2.1391721431754185
SC,Evo,KB,R3,TP2,8,1.8737661816544537
SC,Evo,KB,R3,TP2,9,1.8177436550650998
SC,Evo,KB,R3,TP2,10,1.8908290932674516
SC,CoEvo,KB,R1,TP1,1,0.4716213032107855
SC,CoEvo,KB,R1,TP1,2,0.4679493011764871
SC,CoEvo,KB,R1,TP1,3,0.5094704525147615
SC,CoEvo,KB,R1,TP1,4,0.500549400558499
SC,CoEvo,KB,R1,TP1,5,0.5148081530576298
SC,CoEvo,KB,R1,TP1,6,0.4787320161717396
SC,CoEvo,KB,R1,TP1,7,0.5285676625864052
SC,CoEvo,KB,R1,TP1,8,0.5320297026238251
SC,CoEvo,KB,R1,TP1,9,1.3010598415020214
SC,CoEvo,KB,R1,TP1,10,0.5591054685768542
SC,CoEvo,KB,R1,TP2,1,2.0068634243868524
SC,CoEvo,KB,R1,TP2,2,0.46540642810318006
SC,CoEvo,KB,R1,TP2,3,0.32964966674365276
SC,CoEvo,KB,R1,TP2,4,2.167610329197082
SC,CoEvo,KB,R1,TP2,5,1.955721347769387
SC,CoEvo,KB,R1,TP2,6,1.3385217275673102
SC,CoEvo,KB,R1,TP2,7,2.0163583724679164
SC,CoEvo,KB,R1,TP2,8,2.195194669764772
SC,CoEvo,KB,R1,TP2,9,1.9231585749645976
SC,CoEvo,KB,R1,TP2,10,1.8743307461349494
SC,CoEvo,KB,R2,TP1,1,1.4354961751922901
SC,CoEvo,KB,R2,TP1,2,0.9732018504650658
SC,CoEvo,KB,R2,TP1,3,1.1529013248602002
SC,CoEvo,KB,R2,TP1,4,1.1617383920177113
SC,CoEvo,KB,R2,TP1,5,1.1283544345140193
SC,CoEvo,KB,R2,TP1,6,0.9180564984404489
SC,CoEvo,KB,R2,TP1,7,1.0550543684926361
SC,CoEvo,KB,R2,TP1,8,1.2487839701014116
SC,CoEvo,KB,R2,TP1,9,0.9479084285744279
SC,CoEvo,KB,R2,TP1,10,1.0118955135787087
SC,CoEvo,KB,R2,TP2,1,1.5286399828297745
SC,CoEvo,KB,R2,TP2,2,2.486743232808195
SC,CoEvo,KB,R2,TP2,3,2.392647597451528
SC,CoEvo,KB,R2,TP2,4,1.9510181990393072
SC,CoEvo,KB,R2,TP2,5,1.9556700237257056
SC,CoEvo,KB,R2,TP2,6,1.843741616100819
SC,CoEvo,KB,R2,TP2,7,0.32985962874053126
SC,CoEvo,KB,R2,TP2,8,2.2949499473928547
SC,CoEvo,KB,R2,TP2,9,0.7546500750030911
SC,CoEvo,KB,R2,TP2,10,1.923419861005158
SC,CoEvo,KB,R3,TP1,1,1.564277532433296
SC,CoEvo,KB,R3,TP1,2,1.0044628588892077
SC,CoEvo,KB,R3,TP1,3,1.1257415741084196
SC,CoEvo,KB,R3,TP1,4,1.5301050509857712
SC,CoEvo,KB,R3,TP1,5,1.2811741074865448
SC,CoEvo,KB,R3,TP1,6,1.1096304902146046
SC,CoEvo,KB,R3,TP1,7,1.543076036570714
SC,CoEvo,KB,R3,TP1,8,1.4061761487837368
SC,CoEvo,KB,R3,TP1,9,1.186355269696185
SC,CoEvo,KB,R3,TP1,10,1.3988461421815983
SC,CoEvo,KB,R3,TP2,1,2.646841588339177
SC,CoEvo,KB,R3,TP2,2,2.5439088858249987
SC,CoEvo,KB,R3,TP2,3,2.6936724452874032
SC,CoEvo,KB,R3,TP2,4,2.4430758032796063
SC,CoEvo,KB,R3,TP2,5,2.952886860811526
SC,CoEvo,KB,R3,TP2,6,2.4988743704056238
SC,CoEvo,KB,R3,TP2,7,2.470590156515004
SC,CoEvo,KB,R3,TP2,8,2.4345606778506426
SC,CoEvo,KB,R3,TP2,9,2.4675340430048824
SC,CoEvo,KB,R3,TP2,10,2.4043168186558233
SC,Evo,KCl,R1,TP1,1,1.186028211604213
SC,Evo,KCl,R1,TP1,2,0.9979279418586672
SC,Evo,KCl,R1,TP1,3,1.0074532240606155
SC,Evo,KCl,R1,TP1,4,0.98897994948714
SC,Evo,KCl,R1,TP1,5,2.1443018401113347
SC,Evo,KCl,R1,TP1,6,1.007741868975826
SC,Evo,KCl,R1,TP1,7,2.226634365926155
SC,Evo,KCl,R1,TP1,8,2.061763139357078
SC,Evo,KCl,R1,TP1,9,1.0410185042008144
SC,Evo,KCl,R1,TP1,10,0.9783825576001236
SC,Evo,KCl,R1,TP2,1,1.81164544782915
SC,Evo,KCl,R1,TP2,2,1.3562874765905537
SC,Evo,KCl,R1,TP2,3,1.499702764462313
SC,Evo,KCl,R1,TP2,4,1.204075391302854
SC,Evo,KCl,R1,TP2,5,1.280799958765012
SC,Evo,KCl,R1,TP2,6,1.1912513100699278
SC,Evo,KCl,R1,TP2,7,1.4290672302115013
SC,Evo,KCl,R1,TP2,8,1.263756163771627
SC,Evo,KCl,R1,TP2,9,1.24807312337852
SC,Evo,KCl,R1,TP2,10,1.2183152071199077
SC,Evo,KCl,R2,TP1,1,1.412875624967785
SC,Evo,KCl,R2,TP1,2,1.35535281686511
SC,Evo,KCl,R2,TP1,3,0.9822174114736354
SC,Evo,KCl,R2,TP1,4,0.9775303678504544
SC,Evo,KCl,R2,TP1,5,1.20690686047111
SC,Evo,KCl,R2,TP1,6,1.3316426988299572
SC,Evo,KCl,R2,TP1,7,0.9856399154682748
SC,Evo,KCl,R2,TP1,8,0.9724584643403262
SC,Evo,KCl,R2,TP1,9,1.7027713348109206
SC,Evo,KCl,R2,TP1,10,1.665110045873924
SC,Evo,KCl,R2,TP2,1,1.0067797192584576
SC,Evo,KCl,R2,TP2,2,1.001735305740254
SC,Evo,KCl,R2,TP2,3,0.9846502757589815
SC,Evo,KCl,R2,TP2,4,0.9953026476298473
SC,Evo,KCl,R2,TP2,5,0.9774891328625673
SC,Evo,KCl,R2,TP2,6,0.9765269831451987
SC,Evo,KCl,R2,TP2,7,1.0478085322062438
SC,Evo,KCl,R2,TP2,8,0.9734618490455819
SC,Evo,KCl,R2,TP2,9,1.324481555933543
SC,Evo,KCl,R2,TP2,10,1.3363984674329503
SC,Evo,KCl,R3,TP1,1,1.0095424634469015
SC,Evo,KCl,R3,TP1,2,0.997075752108998
SC,Evo,KCl,R3,TP1,3,1.049609126677319
SC,Evo,KCl,R3,TP1,4,0.9798670171640638
SC,Evo,KCl,R3,TP1,5,0.9784512825799359
SC,Evo,KCl,R3,TP1,6,0.9731182241465217
SC,Evo,KCl,R3,TP1,7,0.9831658161950414
SC,Evo,KCl,R3,TP1,8,1.427541535659674
SC,Evo,KCl,R3,TP1,9,1.2415854852842638
SC,Evo,KCl,R3,TP1,10,1.2698726869748982
SC,Evo,KCl,R3,TP2,1,1.0519320309949658
SC,Evo,KCl,R3,TP2,2,1.0304623473016856
SC,Evo,KCl,R3,TP2,3,1.0404549593663557
SC,Evo,KCl,R3,TP2,4,1.0203735202652786
SC,Evo,KCl,R3,TP2,5,1.5781729464116971
SC,Evo,KCl,R3,TP2,6,1.1422916344518326
SC,Evo,KCl,R3,TP2,7,1.0436437984296343
SC,Evo,KCl,R3,TP2,8,1.026160163565452
SC,Evo,KCl,R3,TP2,9,1.4466195900554955
SC,Evo,KCl,R3,TP2,10,1.021871724825181
SC,CoEvo,KCl,R1,TP1,1,0.9707953198288748
SC,CoEvo,KCl,R1,TP1,2,0.9633867670051373
SC,CoEvo,KCl,R1,TP1,3,0.9669879559472878
SC,CoEvo,KCl,R1,TP1,4,0.9644176417023177
SC,CoEvo,KCl,R1,TP1,5,1.0358366407229869
SC,CoEvo,KCl,R1,TP1,6,0.972692129271687
SC,CoEvo,KCl,R1,TP1,7,1.081318832362593
SC,CoEvo,KCl,R1,TP1,8,0.9813652217239661
SC,CoEvo,KCl,R1,TP1,9,0.9615449375461745
SC,CoEvo,KCl,R1,TP1,10,0.9768706080442588
SC,CoEvo,KCl,R1,TP2,1,4.0007147397900455
SC,CoEvo,KCl,R1,TP2,2,0.9763895331855746
SC,CoEvo,KCl,R1,TP2,3,0.9602391629297459
SC,CoEvo,KCl,R1,TP2,4,4.720650138309022
SC,CoEvo,KCl,R1,TP2,5,4.789759978008007
SC,CoEvo,KCl,R1,TP2,6,1.5606068415717402
SC,CoEvo,KCl,R1,TP2,7,4.761459031321409
SC,CoEvo,KCl,R1,TP2,8,5.026407573492776
SC,CoEvo,KCl,R1,TP2,9,4.0190230744119715
SC,CoEvo,KCl,R1,TP2,10,3.864735494733949
SC,CoEvo,KCl,R2,TP1,1,0.9692558802810852
SC,CoEvo,KCl,R2,TP1,2,0.958658488394069
SC,CoEvo,KCl,R2,TP1,3,0.9653523014277614
SC,CoEvo,KCl,R2,TP1,4,0.9604865728570693
SC,CoEvo,KCl,R2,TP1,5,0.9595381681356632
SC,CoEvo,KCl,R2,TP1,6,0.9677026957373331
SC,CoEvo,KCl,R2,TP1,7,0.9698744050993934
SC,CoEvo,KCl,R2,TP1,8,0.9582049035273096
SC,CoEvo,KCl,R2,TP1,9,0.9672216208786489
SC,CoEvo,KCl,R2,TP1,10,0.9612425476350017
SC,CoEvo,KCl,R2,TP2,1,1.0008143910107727
SC,CoEvo,KCl,R2,TP2,2,2.9619229249351413
SC,CoEvo,KCl,R2,TP2,3,3.1085270518701784
SC,CoEvo,KCl,R2,TP2,4,1.7121316770613197
SC,CoEvo,KCl,R2,TP2,5,1.3634623644829305
SC,CoEvo,KCl,R2,TP2,6,1.332879748466574
SC,CoEvo,KCl,R2,TP2,7,0.9579574935999863
SC,CoEvo,KCl,R2,TP2,8,2.578561242547635
SC,CoEvo,KCl,R2,TP2,9,0.9621084823806333
SC,CoEvo,KCl,R2,TP2,10,1.5086782468257651
SC,CoEvo,KCl,R3,TP1,1,1.039822689552085
SC,CoEvo,KCl,R3,TP1,2,0.9738467089325292
SC,CoEvo,KCl,R3,TP1,3,1.0212532000068726
SC,CoEvo,KCl,R3,TP1,4,1.085002491280518
SC,CoEvo,KCl,R3,TP1,5,1.0714911602494717
SC,CoEvo,KCl,R3,TP1,6,0.9816813566311015
SC,CoEvo,KCl,R3,TP1,7,1.1402711200453586
SC,CoEvo,KCl,R3,TP1,8,0.9836194010618009
SC,CoEvo,KCl,R3,TP1,9,0.9683624555435286
SC,CoEvo,KCl,R3,TP1,10,0.9827534663161694
SC,CoEvo,KCl,R3,TP2,1,3.2665945054378644
SC,CoEvo,KCl,R3,TP2,2,2.8041578612786284
SC,CoEvo,KCl,R3,TP2,3,3.3296565469133896
SC,CoEvo,KCl,R3,TP2,4,2.990553751524836
SC,CoEvo,KCl,R3,TP2,5,4.4371870865762935
SC,CoEvo,KCl,R3,TP2,6,2.9499097984639975
SC,CoEvo,KCl,R3,TP2,7,2.7616170987749773
SC,CoEvo,KCl,R3,TP2,8,2.5483909764101504
SC,CoEvo,KCl,R3,TP2,9,2.870133841898184
SC,CoEvo,KCl,R3,TP2,10,2.731817947528478
SC,Evo,Tetra,R1,TP1,1,0.5793700388574442
SC,Evo,Tetra,R1,TP1,2,0.5803530887397331
SC,Evo,Tetra,R1,TP1,3,0.5535889562737615
SC,Evo,Tetra,R1,TP1,4,0.592647206474942
SC,Evo,Tetra,R1,TP1,5,0.5864072374050481
SC,Evo,Tetra,R1,TP1,6,0.5718772806082921
SC,Evo,Tetra,R1,TP1,7,1.5678986259779921
SC,Evo,Tetra,R1,TP1,8,0.6122902215009195
SC,Evo,Tetra,R1,TP1,9,0.5594273135015008
SC,Evo,Tetra,R1,TP1,10,0.5656193289186001
SC,Evo,Tetra,R1,TP2,1,0.6039462859146635
SC,Evo,Tetra,R1,TP2,2,0.6128356943014576
SC,Evo,Tetra,R1,TP2,3,0.7775325148244221
SC,Evo,Tetra,R1,TP2,4,0.6359733317748396
SC,Evo,Tetra,R1,TP2,5,0.6218509810268377
SC,Evo,Tetra,R1,TP2,6,0.6101862549845575
SC,Evo,Tetra,R1,TP2,7,0.6209398616237406
SC,Evo,Tetra,R1,TP2,8,0.6140585124477193
SC,Evo,Tetra,R1,TP2,9,0.5934264533328538
SC,Evo,Tetra,R1,TP2,10,0.5939299666871969
SC,Evo,Tetra,R2,TP1,1,0.6031011027841592
SC,Evo,Tetra,R2,TP1,2,0.5874382409401313
SC,Evo,Tetra,R2,TP1,3,0.5535050373813708
SC,Evo,Tetra,R2,TP1,4,0.5697793082985295
SC,Evo,Tetra,R2,TP1,5,0.5938640304146042
SC,Evo,Tetra,R2,TP1,6,0.9552307694613156
SC,Evo,Tetra,R2,TP1,7,0.555872748988103
SC,Evo,Tetra,R2,TP1,8,0.5795798360884206
SC,Evo,Tetra,R2,TP1,9,0.6252736729950502
SC,Evo,Tetra,R2,TP1,10,0.5831643716348149
SC,Evo,Tetra,R2,TP2,1,0.6483453741958397
SC,Evo,Tetra,R2,TP2,2,0.5568018510109979
SC,Evo,Tetra,R2,TP2,3,0.5687063453172508
SC,Evo,Tetra,R2,TP2,4,0.5866230288426236
SC,Evo,Tetra,R2,TP2,5,0.5635273508154368
SC,Evo,Tetra,R2,TP2,6,0.5593613772289082
SC,Evo,Tetra,R2,TP2,7,0.5772660723410823
SC,Evo,Tetra,R2,TP2,8,0.5867489071812093
SC,Evo,Tetra,R2,TP2,9,0.5572154512663511
SC,Evo,Tetra,R2,TP2,10,0.6256393195976088
SC,Evo,Tetra,R3,TP1,1,0.5808146426478809
SC,Evo,Tetra,R3,TP1,2,0.5623225152889731
SC,Evo,Tetra,R3,TP1,3,0.5745686793713876
SC,Evo,Tetra,R3,TP1,4,0.537746268231754
SC,Evo,Tetra,R3,TP1,5,0.5615192916046641
SC,Evo,Tetra,R3,TP1,6,0.5453049627534987
SC,Evo,Tetra,R3,TP1,7,0.5544341394042658
SC,Evo,Tetra,R3,TP1,8,0.582271234851516
SC,Evo,Tetra,R3,TP1,9,0.5481941703343719
SC,Evo,Tetra,R3,TP1,10,0.5807487063752883
SC,Evo,Tetra,R3,TP2,1,0.9343949073220731
SC,Evo,Tetra,R3,TP2,2,0.9457239577947911
SC,Evo,Tetra,R3,TP2,3,0.9558241959146484
SC,Evo,Tetra,R3,TP2,4,0.9198169968725227
SC,Evo,Tetra,R3,TP2,5,1.3594500914865784
SC,Evo,Tetra,R3,TP2,6,0.930330835247733
SC,Evo,Tetra,R3,TP2,7,0.9884806334677533
SC,Evo,Tetra,R3,TP2,8,1.1803551867120428
SC,Evo,Tetra,R3,TP2,9,1.0485485777995567
SC,Evo,Tetra,R3,TP2,10,1.046150895159828
SC,CoEvo,Tetra,R1,TP1,1,0.5214779915211947
SC,CoEvo,Tetra,R1,TP1,2,0.5459223660332289
SC,CoEvo,Tetra,R1,TP1,3,0.5667162687262761
SC,CoEvo,Tetra,R1,TP1,4,0.6129196131938481
SC,CoEvo,Tetra,R1,TP1,5,0.5727644231849917
SC,CoEvo,Tetra,R1,TP1,6,0.5769603678045169
SC,CoEvo,Tetra,R1,TP1,7,0.5630538084940905
SC,CoEvo,Tetra,R1,TP1,8,0.5948051208506978
SC,CoEvo,Tetra,R1,TP1,9,1.027317098024759
SC,CoEvo,Tetra,R1,TP1,10,0.5986354188676642
SC,CoEvo,Tetra,R1,TP2,1,1.9109890291033713
SC,CoEvo,Tetra,R1,TP2,2,0.4941444094282875
SC,CoEvo,Tetra,R1,TP2,3,0.5226588502212611
SC,CoEvo,Tetra,R1,TP2,4,1.6131369031830733
SC,CoEvo,Tetra,R1,TP2,5,1.648820415068836
SC,CoEvo,Tetra,R1,TP2,6,1.1062787815576245
SC,CoEvo,Tetra,R1,TP2,7,1.636736094564603
SC,CoEvo,Tetra,R1,TP2,8,1.5762905152170428
SC,CoEvo,Tetra,R1,TP2,9,1.4814621668157726
SC,CoEvo,Tetra,R1,TP2,10,1.41626318163495
SC,CoEvo,Tetra,R2,TP1,1,1.6255089456040734
SC,CoEvo,Tetra,R2,TP1,2,0.6298652352501307
SC,CoEvo,Tetra,R2,TP1,3,0.7205935463374648
SC,CoEvo,Tetra,R2,TP1,4,0.7270553010515337
