Species,Treatment,Medium,Replicate,Timepoint,Isolate,Ratio
CT,CoEvo,KB,R3,TP1,10,1.2728584436506265
CT,CoEvo,KB,R3,TP2,1,2.349968480773271
CT,CoEvo,KB,R3,TP2,2,1.4048119352805208
CT,CoEvo,KB,R3,TP2,3,2.0455067591230645
CT,CoEvo,KB,R3,TP2,4,1.1781536737409817
CT,CoEvo,KB,R3,TP2,5,2.307774742592981
CT,CoEvo,KB,R3,TP2,6,2.1107865798136856
CT,CoEvo,KB,R3,TP2,7,1.4140925964838549
CT,CoEvo,KB,R3,TP2,8,2.269461371436576
CT,CoEvo,KB,R3,TP2,9,1.1711634096799044
CT,CoEvo,KB,R3,TP2,10,1.4263430692722556
CT,Evo,KCl,R1,TP1,1,1.4894878113748085
CT,Evo,KCl,R1,TP1,2,0.893227755083794
CT,Evo,KCl,R1,TP1,3,0.8687219778971154
CT,Evo,KCl,R1,TP1,4,0.9154759310276744
CT,Evo,KCl,R1,TP1,5,0.8450506935790618
CT,Evo,KCl,R1,TP1,6,0.8516148740903003
CT,Evo,KCl,R1,TP1,7,0.8570167252488111
CT,Evo,KCl,R1,TP1,8,1.4642444020988987
CT,Evo,KCl,R1,TP1,9,0.7875526447649545
CT,Evo,KCl,R1,TP1,10,0.8654138097393516
CT,Evo,KCl,R1,TP2,1,1.5102383706526743
CT,Evo,KCl,R1,TP2,2,2.3309770086038455
CT,Evo,KCl,R1,TP2,3,1.5495116912823441
CT,Evo,KCl,R1,TP2,4,2.1845160593309534
CT,Evo,KCl,R1,TP2,5,1.575991938202823
CT,Evo,KCl,R1,TP2,6,2.2111453228351157
CT,Evo,KCl,R1,TP2,7,1.4695717449655679
CT,Evo,KCl,R1,TP2,8,2.651496778447732
CT,Evo,KCl,R1,TP2,9,2.572816022263078
CT,Evo,KCl,R1,TP2,10,1.6937895476042792
CT,Evo,KCl,R2,TP1,1,1.8183972148800513
CT,Evo,KCl,R2,TP1,2,0.8658832119779533
CT,Evo,KCl,R2,TP1,3,0.9049479093904665
CT,Evo,KCl,R2,TP1,4,0.8178328145693515
CT,Evo,KCl,R2,TP1,5,0.8625452405034526
CT,Evo,KCl,R2,TP1,6,0.9013193555777839
CT,Evo,KCl,R2,TP1,7,0.8320266441651627
CT,Evo,KCl,R2,TP1,8,0.8327791779127621
CT,Evo,KCl,R2,TP1,9,0.8794586227514796
CT,Evo,KCl,R2,TP1,10,0.8486270915874553
CT,Evo,KCl,R2,TP2,1,2.2982604176562305
CT,Evo,KCl,R2,TP2,2,2.2339001551635183
CT,Evo,KCl,R2,TP2,3,2.1669246516271685
CT,Evo,KCl,R2,TP2,4,1.9453295408612787
CT,Evo,KCl,R2,TP2,5,2.037369633773119
CT,Evo,KCl,R2,TP2,6,3.1593601972979575
CT,Evo,KCl,R2,TP2,7,2.7316229954941114
CT,Evo,KCl,R2,TP2,8,2.028555302848266
CT,Evo,KCl,R2,TP2,9,2.039753899112048
CT,Evo,KCl,R2,TP2,10,1.96088687219779
CT,Evo,KCl,R3,TP1,1,2.072477940888847
CT,Evo,KCl,R3,TP1,2,0.8361096985580785
CT,Evo,KCl,R3,TP1,3,0.9013044539194159
CT,Evo,KCl,R3,TP1,4,0.9021687501047774
CT,Evo,KCl,R3,TP1,5,1.5648305960849622
CT,Evo,KCl,R3,TP1,6,0.8310431347128545
CT,Evo,KCl,R3,TP1,7,0.8283533853773754
CT,Evo,KCl,R3,TP1,8,1.291869468923523
CT,Evo,KCl,R3,TP1,9,1.259845805090034
CT,Evo,KCl,R3,TP1,10,1.2975991565661364
CT,Evo,KCl,R3,TP2,1,2.1865948406733318
CT,Evo,KCl,R3,TP2,2,2.070570528617704
CT,Evo,KCl,R3,TP2,3,1.894872525626196
CT,Evo,KCl,R3,TP2,4,1.8805073269591492
CT,Evo,KCl,R3,TP2,5,2.046452194548601
CT,Evo,KCl,R3,TP2,6,2.087148623552444
CT,Evo,KCl,R3,TP2,7,1.9573924333104225
CT,Evo,KCl,R3,TP2,8,2.1669395532855367
CT,Evo,KCl,R3,TP2,9,2.026685144723044
CT,Evo,KCl,R3,TP2,10,1.506036102992812
CT,CoEvo,KCl,R1,TP1,1,0.5253356132870638
CT,CoEvo,KCl,R1,TP1,2,0.8660620318783728
CT,CoEvo,KCl,R1,TP1,3,0.5273324355084168
CT,CoEvo,KCl,R1,TP1,4,0.8538650245039145
CT,CoEvo,KCl,R1,TP1,5,0.525737958063008
CT,CoEvo,KCl,R1,TP1,6,0.8685133546799592
CT,CoEvo,KCl,R1,TP1,7,0.5319146954566707
CT,CoEvo,KCl,R1,TP1,8,0.8137721126639882
CT,CoEvo,KCl,R1,TP1,9,0.5276230178465987
CT,CoEvo,KCl,R1,TP1,10,0.5316464656060412
CT,CoEvo,KCl,R1,TP2,1,2.4142027705908324
CT,CoEvo,KCl,R1,TP2,2,1.9840515001313213
CT,CoEvo,KCl,R1,TP2,3,2.1109167686498918
CT,CoEvo,KCl,R1,TP2,4,2.1220557582802
CT,CoEvo,KCl,R1,TP2,5,2.290645670230026
CT,CoEvo,KCl,R1,TP2,6,1.6219188492939414
CT,CoEvo,KCl,R1,TP2,7,2.341966981650471
CT,CoEvo,KCl,R1,TP2,8,2.3917832255757165
CT,CoEvo,KCl,R1,TP2,9,2.2954142009078837
CT,CoEvo,KCl,R1,TP2,10,2.188360687189976
CT,CoEvo,KCl,R2,TP1,1,0.5319072446274866
CT,CoEvo,KCl,R2,TP1,2,0.5284053549109348
CT,CoEvo,KCl,R2,TP1,3,0.5242105380802566
CT,CoEvo,KCl,R2,TP1,4,1.2914000666849215
CT,CoEvo,KCl,R2,TP1,5,1.2337008454828418
CT,CoEvo,KCl,R2,TP1,6,0.6857519656218742
CT,CoEvo,KCl,R2,TP1,7,1.290550672157928
CT,CoEvo,KCl,R2,TP1,8,1.2617457665319933
CT,CoEvo,KCl,R2,TP1,9,1.1991588013851093
CT,CoEvo,KCl,R2,TP1,10,0.5263340243977404
CT,CoEvo,KCl,R2,TP2,1,0.5440818995143923
CT,CoEvo,KCl,R2,TP2,2,0.5257081547462714
CT,CoEvo,KCl,R2,TP2,3,0.5255442365042201
CT,CoEvo,KCl,R2,TP2,4,1.329555762936968
CT,CoEvo,KCl,R2,TP2,5,1.331552585158321
CT,CoEvo,KCl,R2,TP2,6,1.278793263705335
CT,CoEvo,KCl,R2,TP2,7,1.0408584845385982
CT,CoEvo,KCl,R2,TP2,8,1.347199326445042
CT,CoEvo,KCl,R2,TP2,9,1.3122325850838128
CT,CoEvo,KCl,R2,TP2,10,1.3870612625802596
CT,CoEvo,KCl,R3,TP1,1,0.5283904532525665
CT,CoEvo,KCl,R3,TP1,2,0.5248513093900938
CT,CoEvo,KCl,R3,TP1,3,0.5452963846714092
CT,CoEvo,KCl,R3,TP1,4,0.8819993555032756
CT,CoEvo,KCl,R3,TP1,5,1.0082685576871138
CT,CoEvo,KCl,R3,TP1,6,1.203428126507629
CT,CoEvo,KCl,R3,TP1,7,0.5363479388212417
CT,CoEvo,KCl,R3,TP1,8,0.530074340648185
CT,CoEvo,KCl,R3,TP1,9,0.5399466893171876
CT,CoEvo,KCl,R3,TP1,10,1.2340137803085762
CT,CoEvo,KCl,R3,TP2,1,2.713949628669301
CT,CoEvo,KCl,R3,TP2,2,2.711326936796479
CT,CoEvo,KCl,R3,TP2,3,2.810281399191213
CT,CoEvo,KCl,R3,TP2,4,1.6133578465613494
CT,CoEvo,KCl,R3,TP2,5,3.095841878503055
CT,CoEvo,KCl,R3,TP2,6,2.0057110605696535
CT,CoEvo,KCl,R3,TP2,7,1.9849306979750512
CT,CoEvo,KCl,R3,TP2,8,2.6688274071300717
CT,CoEvo,KCl,R3,TP2,9,1.4922222656853925
CT,CoEvo,KCl,R3,TP2,10,1.8604794981121464
CT,Evo,Tetra,R1,TP1,1,0.601597702270959
CT,Evo,Tetra,R1,TP1,2,0.7976902619220962
CT,Evo,Tetra,R1,TP1,3,0.6206670519565974
CT,Evo,Tetra,R1,TP1,4,0.6866567091736532
CT,Evo,Tetra,R1,TP1,5,0.6245599813859929
CT,Evo,Tetra,R1,TP1,6,0.6146725410871681
CT,Evo,Tetra,R1,TP1,7,0.6372595378021961
CT,Evo,Tetra,R1,TP1,8,0.6492985971943889
CT,Evo,Tetra,R1,TP1,9,0.5984753527029089
CT,Evo,Tetra,R1,TP1,10,0.6109147133217746
CT,Evo,Tetra,R1,TP2,1,0.7094488602673512
CT,Evo,Tetra,R1,TP2,2,0.6990410283738513
CT,Evo,Tetra,R1,TP2,3,0.9606729063620374
CT,Evo,Tetra,R1,TP2,4,0.7251806984756028
CT,Evo,Tetra,R1,TP2,5,0.5860309883187098
CT,Evo,Tetra,R1,TP2,6,0.68833797432568
CT,Evo,Tetra,R1,TP2,7,0.8704800362272609
CT,Evo,Tetra,R1,TP2,8,0.7426588507852159
CT,Evo,Tetra,R1,TP2,9,0.7397866894838365
CT,Evo,Tetra,R1,TP2,10,0.6339720639781435
CT,Evo,Tetra,R2,TP1,1,0.6414727082129303
CT,Evo,Tetra,R2,TP1,2,0.588878130793422
CT,Evo,Tetra,R2,TP1,3,0.6345925308794869
CT,Evo,Tetra,R2,TP1,4,0.6087981205857408
CT,Evo,Tetra,R2,TP1,5,0.7187508600221667
CT,Evo,Tetra,R2,TP1,6,0.6563438987838347
CT,Evo,Tetra,R2,TP1,7,0.5798513381319443
CT,Evo,Tetra,R2,TP1,8,0.6639195994986227
CT,Evo,Tetra,R2,TP1,9,0.6029937527989813
CT,Evo,Tetra,R2,TP1,10,0.5872218844680622
CT,Evo,Tetra,R2,TP2,1,0.78000195146848
CT,Evo,Tetra,R2,TP2,2,1.1933880244884274
CT,Evo,Tetra,R2,TP2,3,0.6569043205011771
CT,Evo,Tetra,R2,TP2,4,0.6685630937280304
CT,Evo,Tetra,R2,TP2,5,0.7619383586148575
CT,Evo,Tetra,R2,TP2,6,1.0057718433120924
CT,Evo,Tetra,R2,TP2,7,1.7854185274418999
CT,Evo,Tetra,R2,TP2,8,0.626556483754025
CT,Evo,Tetra,R2,TP2,9,0.7584607417081353
CT,Evo,Tetra,R2,TP2,10,0.7243200508382558
CT,Evo,Tetra,R3,TP1,1,0.6517304271464276
CT,Evo,Tetra,R3,TP1,2,0.576288657214554
CT,Evo,Tetra,R3,TP1,3,0.5154678895869141
CT,Evo,Tetra,R3,TP1,4,0.551234804190153
CT,Evo,Tetra,R3,TP1,5,0.6497939699623968
CT,Evo,Tetra,R3,TP1,6,0.5819178932146439
CT,Evo,Tetra,R3,TP1,7,0.5781650692145839
CT,Evo,Tetra,R3,TP1,8,0.5936267040948314
CT,Evo,Tetra,R3,TP1,9,0.6539921290771304
CT,Evo,Tetra,R3,TP1,10,0.9755891308209428
CT,Evo,Tetra,R3,TP2,1,0.8020185189354989
CT,Evo,Tetra,R3,TP2,2,0.9356891060523044
CT,Evo,Tetra,R3,TP2,3,0.5910397574174567
CT,Evo,Tetra,R3,TP2,4,0.5913499908681282
CT,Evo,Tetra,R3,TP2,5,0.8567146777950407
CT,Evo,Tetra,R3,TP2,6,0.804670514562208
CT,Evo,Tetra,R3,TP2,7,0.9252612590974707
CT,Evo,Tetra,R3,TP2,8,0.7616931741135203
CT,Evo,Tetra,R3,TP2,9,0.8411829902001255
CT,Evo,Tetra,R3,TP2,10,0.7331667079477306
CT,CoEvo,Tetra,R1,TP1,1,0.5152927578002447
CT,CoEvo,Tetra,R1,TP1,2,1.148654362407712
CT,CoEvo,Tetra,R1,TP1,3,0.4584349723166683
CT,CoEvo,Tetra,R1,TP1,4,0.9246357884307942
CT,CoEvo,Tetra,R1,TP1,5,0.4964335662586096
CT,CoEvo,Tetra,R1,TP1,6,0.8846256808248206
CT,CoEvo,Tetra,R1,TP1,7,0.44515998288712255
CT,CoEvo,Tetra,R1,TP1,8,0.882123798158114
CT,CoEvo,Tetra,R1,TP1,9,0.48494992481842586
CT,CoEvo,Tetra,R1,TP1,10,0.5103240188241651
CT,CoEvo,Tetra,R1,TP2,1,1.4702963980395247
CT,CoEvo,Tetra,R1,TP2,2,1.442665605868416
CT,CoEvo,Tetra,R1,TP2,3,1.4391229400123593
CT,CoEvo,Tetra,R1,TP2,4,1.4338389638202749
CT,CoEvo,Tetra,R1,TP2,5,1.484026730114411
CT,CoEvo,Tetra,R1,TP2,6,1.3817597742301082
CT,CoEvo,Tetra,R1,TP2,7,1.406848653611843
CT,CoEvo,Tetra,R1,TP2,8,1.4449523266257858
CT,CoEvo,Tetra,R1,TP2,9,1.4617950007380554
CT,CoEvo,Tetra,R1,TP2,10,1.4280896374521828
CT,CoEvo,Tetra,R2,TP1,1,0.5028934273040464
CT,CoEvo,Tetra,R2,TP1,2,0.49559793744792957
CT,CoEvo,Tetra,R2,TP1,3,0.5079172076987933
CT,CoEvo,Tetra,R2,TP1,4,1.1207183405512648
CT,CoEvo,Tetra,R2,TP1,5,1.2929579508580207
CT,CoEvo,Tetra,R2,TP1,6,0.48564044443443677
CT,CoEvo,Tetra,R2,TP1,7,1.0779361469505804
CT,CoEvo,Tetra,R2,TP1,8,1.0827547729666573
CT,CoEvo,Tetra,R2,TP1,9,1.0491544887527864
CT,CoEvo,Tetra,R2,TP1,10,0.48380406255707414
CT,CoEvo,Tetra,R2,TP2,1,0.49984613421599755
CT,CoEvo,Tetra,R2,TP2,2,0.49621340058393937
CT,CoEvo,Tetra,R2,TP2,3,0.5099987740774933
CT,CoEvo,Tetra,R2,TP2,4,1.0768403223425627
CT,CoEvo,Tetra,R2,TP2,5,1.0714912972011439
CT,CoEvo,Tetra,R2,TP2,6,1.1362099980235125
CT,CoEvo,Tetra,R2,TP2,7,1.1114913972764504
CT,CoEvo,Tetra,R2,TP2,8,1.073452773211842
CT,CoEvo,Tetra,R2,TP2,9,1.0663674414997286
CT,CoEvo,Tetra,R2,TP2,10,1.1028298794843119
CT,CoEvo,Tetra,R3,TP1,1,0.5024180695973721
CT,CoEvo,Tetra,R3,TP1,2,0.5254253826004067
CT,CoEvo,Tetra,R3,TP1,3,0.5044045644347371
CT,CoEvo,Tetra,R3,TP1,4,0.9077480804305239
CT,CoEvo,Tetra,R3,TP1,5,1.0680386991210886
CT,CoEvo,Tetra,R3,TP1,6,1.1669481284666712
CT,CoEvo,Tetra,R3,TP1,7,0.4750724920502678
CT,CoEvo,Tetra,R3,TP1,8,0.4752226050102703
CT,CoEvo,Tetra,R3,TP1,9,0.4890930425144922
CT,CoEvo,Tetra,R3,TP1,10,1.1648015131386367
CT,CoEvo,Tetra,R3,TP2,1,1.5237216005043794
CT,CoEvo,Tetra,R3,TP2,2,1.2086695238166718
CT,CoEvo,Tetra,R3,TP2,3,1.544292079790042
CT,CoEvo,Tetra,R3,TP2,4,0.9546233540739407
CT,CoEvo,Tetra,R3,TP2,5,1.517046577549606
CT,CoEvo,Tetra,R3,TP2,6,1.4496708773351947
CT,CoEvo,Tetra,R3,TP2,7,1.1586969194318724
CT,CoEvo,Tetra,R3,TP2,8,1.3501209660269353
CT,CoEvo,Tetra,R3,TP2,9,1.144311094098309
CT,CoEvo,Tetra,R3,TP2,10,1.162364679421264
PF,Evo,KB,R1,TP1,1,0.8160391513697629
PF,Evo,KB,R1,TP1,2,0.9839809755385533
PF,Evo,KB,R1,TP1,3,0.9011016309142058
PF,Evo,KB,R1,TP1,4,1.4143668047445108
PF,Evo,KB,R1,TP1,5,0.8562530768331126
PF,Evo,KB,R1,TP1,6,0.9681550606028462
PF,Evo,KB,R1,TP1,7,0.9354624338509212
PF,Evo,KB,R1,TP1,8,1.0276436739404586
PF,Evo,KB,R1,TP1,9,0.8793246787627572
PF,Evo,KB,R1,TP1,10,0.9683545164510278
PF,Evo,KB,R1,TP2,1,0.8546102859380906
PF,Evo,KB,R1,TP2,2,1.5704500721214212
PF,Evo,KB,R1,TP2,3,0.8573954148726972
PF,Evo,KB,R1,TP2,4,0.9680172547441026
PF,Evo,KB,R1,TP2,5,0.9647570582438273
PF,Evo,KB,R1,TP2,6,1.450297869176909
PF,Evo,KB,R1,TP2,7,0.8531234332516471
PF,Evo,KB,R1,TP2,8,1.3021747033774222
PF,Evo,KB,R1,TP2,9,1.4449343200958114
PF,Evo,KB,R1,TP2,10,1.2003905708154388
PF,Evo,KB,R2,TP1,1,0.949507752032863
PF,Evo,KB,R2,TP1,2,1.1694930466971472
PF,Evo,KB,R2,TP1,3,0.9376491952409833
PF,Evo,KB,R2,TP1,4,1.1469218976229396
PF,Evo,KB,R2,TP1,5,1.097068814987475
PF,Evo,KB,R2,TP1,6,1.170726046485905
PF,Evo,KB,R2,TP1,7,1.0364632489000463
PF,Evo,KB,R2,TP1,8,0.9323255373295218
PF,Evo,KB,R2,TP1,9,0.7337364154701582
PF,Evo,KB,R2,TP1,10,0.9736056449631505
PF,Evo,KB,R2,TP2,1,0.8566592414694093
PF,Evo,KB,R2,TP2,2,0.7124780485239812
PF,Evo,KB,R2,TP2,3,0.6978742539671315
PF,Evo,KB,R2,TP2,4,0.8192812155202035
PF,Evo,KB,R2,TP2,5,0.8244054175834836
PF,Evo,KB,R2,TP2,6,0.9756219622647667
PF,Evo,KB,R2,TP2,7,0.953460604296823
PF,Evo,KB,R2,TP2,8,0.7780917696357482
PF,Evo,KB,R2,TP2,9,0.9401877242178385
PF,Evo,KB,R2,TP2,10,0.9307443964239379
PF,Evo,KB,R3,TP1,1,0.8235531971412535
PF,Evo,KB,R3,TP1,2,1.1659862502391203
PF,Evo,KB,R3,TP1,3,0.9746645741934956
PF,Evo,KB,R3,TP1,4,0.9300408612503523
PF,Evo,KB,R3,TP1,5,0.9912012772427223
PF,Evo,KB,R3,TP1,6,1.110646318543682
PF,Evo,KB,R3,TP1,7,1.227045125072416
PF,Evo,KB,R3,TP1,8,1.1133697974888508
PF,Evo,KB,R3,TP1,9,0.9082929208586393
PF,Evo,KB,R3,TP1,10,0.7788098106892015
PF,Evo,KB,R3,TP2,1,1.0325647936855904
PF,Evo,KB,R3,TP2,2,0.7979829574043903
PF,Evo,KB,R3,TP2,3,0.8136964517711224
PF,Evo,KB,R3,TP2,4,0.8060518530808223
PF,Evo,KB,R3,TP2,5,1.044368953427966
PF,Evo,KB,R3,TP2,6,1.132521185384238
PF,Evo,KB,R3,TP2,7,0.7449784723676587
PF,Evo,KB,R3,TP2,8,1.046845832415383
PF,Evo,KB,R3,TP2,9,0.7191870179628124
PF,Evo,KB,R3,TP2,10,1.040368957054436
PF,CoEvo,KB,R1,TP1,1,1.0866245814827002
PF,CoEvo,KB,R1,TP1,2,0.8043401592564285
PF,CoEvo,KB,R1,TP1,3,0.8625341228158451
PF,CoEvo,KB,R1,TP1,4,0.8387771180624496
PF,CoEvo,KB,R1,TP1,5,1.1515746585905178
PF,CoEvo,KB,R1,TP1,6,0.9155603666723783
PF,CoEvo,KB,R1,TP1,7,0.9238105858471569
PF,CoEvo,KB,R1,TP1,8,0.932198610880679
PF,CoEvo,KB,R1,TP1,9,0.9986754318445766
PF,CoEvo,KB,R1,TP1,10,1.045210294460295
PF,CoEvo,KB,R1,TP2,1,1.1360352347821987
PF,CoEvo,KB,R1,TP2,2,1.2278538278750426
PF,CoEvo,KB,R1,TP2,3,1.1015257465768387
PF,CoEvo,KB,R1,TP2,4,1.2338919003699906
PF,CoEvo,KB,R1,TP2,5,1.2660768213265445
PF,CoEvo,KB,R1,TP2,6,1.168876546802768
PF,CoEvo,KB,R1,TP2,7,1.232843850549546
PF,CoEvo,KB,R1,TP2,8,1.2204159379728574
PF,CoEvo,KB,R1,TP2,9,1.3471973280169283
PF,CoEvo,KB,R1,TP2,10,1.2884884057222068
PF,CoEvo,KB,R2,TP1,1,0.7344508300536444
PF,CoEvo,KB,R2,TP1,2,0.9558141833053642
PF,CoEvo,KB,R2,TP1,3,1.0114261002483222
PF,CoEvo,KB,R2,TP1,4,0.9192158483990494
PF,CoEvo,KB,R2,TP1,5,0.9713427277037826
PF,CoEvo,KB,R2,TP1,6,0.8845903131547476
PF,CoEvo,KB,R2,TP1,7,0.9260916354563594
PF,CoEvo,KB,R2,TP1,8,0.9117634526169968
PF,CoEvo,KB,R2,TP1,9,1.0020843136134963
PF,CoEvo,KB,R2,TP1,10,0.9418051298230916
PF,CoEvo,KB,R2,TP2,1,1.8729049203037895
PF,CoEvo,KB,R2,TP2,2,0.8332467513628727
PF,CoEvo,KB,R2,TP2,3,1.2110632719281307
PF,CoEvo,KB,R2,TP2,4,1.6368543636859805
PF,CoEvo,KB,R2,TP2,5,1.048586537999512
PF,CoEvo,KB,R2,TP2,6,0.9005757927690002
PF,CoEvo,KB,R2,TP2,7,0.6110420570788241
PF,CoEvo,KB,R2,TP2,8,1.9800852401765725
PF,CoEvo,KB,R2,TP2,9,1.4664066487700371
PF,CoEvo,KB,R2,TP2,10,0.9914660095503086
PF,CoEvo,KB,R3,TP1,1,0.9081805002896641
PF,CoEvo,KB,R3,TP1,2,0.9762638474489143
PF,CoEvo,KB,R3,TP1,3,0.9580263299851949
PF,CoEvo,KB,R3,TP1,4,0.948495966912088
PF,CoEvo,KB,R3,TP1,5,0.8840862338293437
PF,CoEvo,KB,R3,TP1,6,0.9296419495539895
PF,CoEvo,KB,R3,TP1,7,0.9450471939735322
PF,CoEvo,KB,R3,TP1,8,1.112561094686224
PF,CoEvo,KB,R3,TP1,9,0.9405032271049617
PF,CoEvo,KB,R3,TP1,10,0.9445757528778305
PF,CoEvo,KB,R3,TP2,1,0.8461606109151305
PF,CoEvo,KB,R3,TP2,2,0.9293699643064692
PF,CoEvo,KB,R3,TP2,3,0.8445033141402409
PF,CoEvo,KB,R3,TP2,4,0.8876075361672382
PF,CoEvo,KB,R3,TP2,5,0.8561007650945012
PF,CoEvo,KB,R3,TP2,6,0.8814098989937452
PF,CoEvo,KB,R3,TP2,7,0.8642458166402388
PF,CoEvo,KB,R3,TP2,8,0.8882856860510553
PF,CoEvo,KB,R3,TP2,9,0.8717235977120601
PF,CoEvo,KB,R3,TP2,10,0.8537471860859599
PF,Evo,KCl,R1,TP1,1,1.0773597223154978
PF,Evo,KCl,R1,TP1,2,0.9924207910039321
PF,Evo,KCl,R1,TP1,3,1.0571904470626103
PF,Evo,KCl,R1,TP1,4,1.06711051656844
PF,Evo,KCl,R1,TP1,5,1.069353967271515
PF,Evo,KCl,R1,TP1,6,1.09079864545916
PF,Evo,KCl,R1,TP1,7,1.1491961270828908
PF,Evo,KCl,R1,TP1,8,1.107693499135715
PF,Evo,KCl,R1,TP1,9,0.9232997602266685
PF,Evo,KCl,R1,TP1,10,1.047134850869216
PF,Evo,KCl,R1,TP2,1,0.8944954988803921
PF,Evo,KCl,R1,TP2,2,1.1738208421894578
PF,Evo,KCl,R1,TP2,3,1.0073601881884862
PF,Evo,KCl,R1,TP2,4,1.0738699101107145
PF,Evo,KCl,R1,TP2,5,0.9879459901948863
PF,Evo,KCl,R1,TP2,6,1.0136428182048645
PF,Evo,KCl,R1,TP2,7,0.8909064617793564
PF,Evo,KCl,R1,TP2,8,1.1367736540959612
PF,Evo,KCl,R1,TP2,9,1.0175779323830736
PF,Evo,KCl,R1,TP2,10,0.8839171568921069
PF,Evo,KCl,R2,TP1,1,1.0356247629039257
PF,Evo,KCl,R2,TP1,2,1.008052342342833
PF,Evo,KCl,R2,TP1,3,1.053901504769753
PF,Evo,KCl,R2,TP1,4,1.165536773412084
PF,Evo,KCl,R2,TP1,5,1.2299651926324306
PF,Evo,KCl,R2,TP1,6,1.1757908193979831
PF,Evo,KCl,R2,TP1,7,1.114968378114618
PF,Evo,KCl,R2,TP1,8,1.1314929535197915
PF,Evo,KCl,R2,TP1,9,0.8609163419168919
PF,Evo,KCl,R2,TP1,10,0.9961259938371659
PF,Evo,KCl,R2,TP2,1,0.7386736898532258
PF,Evo,KCl,R2,TP2,2,0.6643566626795199
PF,Evo,KCl,R2,TP2,3,0.70342949072822
PF,Evo,KCl,R2,TP2,4,0.9300857750825715
PF,Evo,KCl,R2,TP2,5,0.604712819554081
PF,Evo,KCl,R2,TP2,6,0.6305669553264106
PF,Evo,KCl,R2,TP2,7,0.8899698755635096
PF,Evo,KCl,R2,TP2,8,0.909739831111966
PF,Evo,KCl,R2,TP2,9,0.8685518186894933
PF,Evo,KCl,R2,TP2,10,0.728380921956594
PF,Evo,KCl,R3,TP1,1,0.8312819796092838
PF,Evo,KCl,R3,TP1,2,1.2145611325190842
PF,Evo,KCl,R3,TP1,3,1.0825750796673062
PF,Evo,KCl,R3,TP1,4,0.712330689957896
PF,Evo,KCl,R3,TP1,5,1.0941505108569582
PF,Evo,KCl,R3,TP1,6,1.1455199656827066
PF,Evo,KCl,R3,TP1,7,1.226908581803969
PF,Evo,KCl,R3,TP1,8,0.9204270784741871
PF,Evo,KCl,R3,TP1,9,0.9080989901446687
PF,Evo,KCl,R3,TP1,10,1.006275974687971
PF,Evo,KCl,R3,TP2,1,0.9023487864008649
PF,Evo,KCl,R3,TP2,2,1.1704229945226647
PF,Evo,KCl,R3,TP2,3,1.1639031928030488
PF,Evo,KCl,R3,TP2,4,1.0383957996407334
PF,Evo,KCl,R3,TP2,5,1.0195019273226038
PF,Evo,KCl,R3,TP2,6,1.0041849915084062
PF,Evo,KCl,R3,TP2,7,0.6168860202406687
PF,Evo,KCl,R3,TP2,8,1.1332112383085542
PF,Evo,KCl,R3,TP2,9,0.7355952979499772
PF,Evo,KCl,R3,TP2,10,1.0080547624622536
PF,CoEvo,KCl,R1,TP1,1,0.6933521134600387
PF,CoEvo,KCl,R1,TP1,2,0.6575077247186762
PF,CoEvo,KCl,R1,TP1,3,0.655617611451037
PF,CoEvo,KCl,R1,TP1,4,0.6281782974580881
PF,CoEvo,KCl,R1,TP1,5,0.6906585205446963
PF,CoEvo,KCl,R1,TP1,6,0.6700415231989623
PF,CoEvo,KCl,R1,TP1,7,0.9914454828773527
PF,CoEvo,KCl,R1,TP1,8,0.6610338387147714
PF,CoEvo,KCl,R1,TP1,9,0.7503749672527591
PF,CoEvo,KCl,R1,TP1,10,0.6775124318509497
PF,CoEvo,KCl,R1,TP2,1,1.1547962834226055
PF,CoEvo,KCl,R1,TP2,2,0.9681058511832268
PF,CoEvo,KCl,R1,TP2,3,1.1385839034227143
PF,CoEvo,KCl,R1,TP2,4,1.2339995317068921
PF,CoEvo,KCl,R1,TP2,5,1.1729544394368139
PF,CoEvo,KCl,R1,TP2,6,1.2969565183193965
PF,CoEvo,KCl,R1,TP2,7,1.1305345862291576
PF,CoEvo,KCl,R1,TP2,8,1.0264888120904325
PF,CoEvo,KCl,R1,TP2,9,1.241160665073018
PF,CoEvo,KCl,R1,TP2,10,1.1915482169467653
PF,CoEvo,KCl,R2,TP1,1,0.3085749066287676
PF,CoEvo,KCl,R2,TP1,2,1.1538669575650211
PF,CoEvo,KCl,R2,TP1,3,1.1297867693281325
PF,CoEvo,KCl,R2,TP1,4,1.1039181128392779
PF,CoEvo,KCl,R2,TP1,5,1.1401109987772347
PF,CoEvo,KCl,R2,TP1,6,1.2128912501187372
PF,CoEvo,KCl,R2,TP1,7,1.2231767576571064
PF,CoEvo,KCl,R2,TP1,8,1.1144722536333556
PF,CoEvo,KCl,R2,TP1,9,1.0369243670328911
PF,CoEvo,KCl,R2,TP1,10,1.1318462909552272
PF,CoEvo,KCl,R2,TP2,1,1.2136705285722325
PF,CoEvo,KCl,R2,TP2,2,0.937227547493331
PF,CoEvo,KCl,R2,TP2,3,0.5591347105022897
PF,CoEvo,KCl,R2,TP2,4,0.6117287457549593
PF,CoEvo,KCl,R2,TP2,5,0.9638948433910471
PF,CoEvo,KCl,R2,TP2,6,1.0331586612141377
PF,CoEvo,KCl,R2,TP2,7,0.7923156368150986
PF,CoEvo,KCl,R2,TP2,8,1.5789851350214874
