,Experiment,Species,Replicate,Sampling date,Day in experiment,Unreliable population size,Selected for clonal inference
NP_Sm_r02_2019_03_04_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,2,04/03/2019,853,no,no
NP_Sm_r02_2019_03_04_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,2,04/03/2019,853,no,no
NP_Sm_r03_2016_10_11_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,11/10/2016,77,no,yes
NP_Sm_r03_2016_10_11_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,11/10/2016,77,no,yes
NP_Sm_r03_2016_10_11_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,11/10/2016,77,no,yes
NP_Sm_r03_2016_10_11_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,11/10/2016,77,no,yes
NP_Sm_r03_2016_11_15_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,15/11/2016,NA,NA,no
NP_Sm_r03_2016_11_15_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,15/11/2016,NA,NA,no
NP_Sm_r03_2016_11_15_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,15/11/2016,NA,NA,no
NP_Sm_r03_2016_11_15_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,15/11/2016,NA,NA,no
NP_Sm_r03_2016_12_05_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,05/12/2016,132,no,yes
NP_Sm_r03_2016_12_05_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,05/12/2016,132,no,yes
NP_Sm_r03_2016_12_05_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,05/12/2016,132,no,yes
NP_Sm_r03_2016_12_05_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,05/12/2016,132,no,yes
NP_Sm_r03_2017_02_06_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/02/2017,195,no,yes
NP_Sm_r03_2017_02_06_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/02/2017,195,no,yes
NP_Sm_r03_2017_02_06_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/02/2017,195,no,yes
NP_Sm_r03_2017_02_06_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/02/2017,195,no,yes
NP_Sm_r03_2017_03_06_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/03/2017,223,no,yes
NP_Sm_r03_2017_04_03_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,03/04/2017,251,no,yes
NP_Sm_r03_2017_05_01_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,01/05/2017,279,no,yes
NP_Sm_r03_2017_05_01_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,01/05/2017,279,no,yes
NP_Sm_r03_2017_05_01_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,01/05/2017,279,no,yes
NP_Sm_r03_2017_05_01_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,01/05/2017,279,no,yes
NP_Sm_r03_2017_08_21_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,21/08/2017,294,no,yes
NP_Sm_r03_2017_09_18_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,18/09/2017,322,no,yes
NP_Sm_r03_2017_10_16_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,16/10/2017,NA,NA,no
NP_Sm_r03_2017_10_16_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,16/10/2017,NA,NA,no
NP_Sm_r03_2017_10_16_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,16/10/2017,NA,NA,no
NP_Sm_r03_2017_10_16_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,16/10/2017,NA,NA,no
NP_Sm_r03_2017_11_14_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,14/11/2017,378,no,yes
NP_Sm_r03_2017_11_14_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,14/11/2017,378,no,yes
NP_Sm_r03_2017_11_14_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,14/11/2017,378,no,yes
NP_Sm_r03_2017_11_14_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,14/11/2017,378,no,yes
NP_Sm_r03_2017_12_12_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,12/12/2017,406,no,no
NP_Sm_r03_2018_01_09_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,09/01/2018,434,no,no
NP_Sm_r03_2018_02_06_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/02/2018,462,no,no
NP_Sm_r03_2018_02_06_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/02/2018,462,no,no
NP_Sm_r03_2018_02_06_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/02/2018,462,no,no
NP_Sm_r03_2018_02_06_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/02/2018,462,no,no
NP_Sm_r03_2018_03_06_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,06/03/2018,490,no,no
NP_Sm_r03_2018_04_03_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,03/04/2018,518,no,no
NP_Sm_r03_2018_05_01_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,01/05/2018,546,no,no
NP_Sm_r03_2018_05_29_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,29/05/2018,574,yes,no
NP_Sm_r03_2018_06_26_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,26/06/2018,602,no,yes
NP_Sm_r03_2018_07_24_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,24/07/2018,630,no,yes
NP_Sm_r03_2018_08_21_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,21/08/2018,658,no,yes
NP_Sm_r03_2018_09_18_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,18/09/2018,686,no,yes
NP_Sm_r03_2018_10_16_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,16/10/2018,714,no,yes
NP_Sm_r03_2018_11_13_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,13/11/2018,742,no,yes
NP_Sm_r03_2018_12_11_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,11/12/2018,770,no,yes
NP_Sm_r03_2019_01_08_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,08/01/2019,798,yes,no
NP_Sm_r03_2019_02_04_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,04/02/2019,825,no,no
NP_Sm_r03_2019_02_25_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,25/02/2019,846,no,no
NP_Sm_r03_2019_03_04_L001_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,04/03/2019,853,no,no
NP_Sm_r03_2019_03_04_L002_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,04/03/2019,853,no,no
NP_Sm_r03_2019_03_04_L003_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,04/03/2019,853,no,no
NP_Sm_r03_2019_03_04_L004_rg,bacteria_alone,Serratia_marcescens_ATCC_13880,3,04/03/2019,853,no,no
Pf_B_1_D146_S91_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/02/2017,146,no,yes
Pf_B_1_D146_S91_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/02/2017,146,no,yes
Pf_B_1_D146_S91_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/02/2017,146,no,yes
Pf_B_1_D146_S91_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/02/2017,146,no,yes
Pf_B_1_D174_S151_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/03/2017,174,no,yes
Pf_B_1_D174_S151_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/03/2017,174,no,yes
Pf_B_1_D174_S151_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/03/2017,174,no,yes
Pf_B_1_D174_S151_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/03/2017,174,no,yes
Pf_B_1_D202_S176_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,03/04/2017,202,no,yes
Pf_B_1_D202_S176_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,03/04/2017,202,no,yes
Pf_B_1_D202_S176_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,03/04/2017,202,no,yes
Pf_B_1_D202_S176_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,03/04/2017,202,no,yes
Pf_B_1_D230_S129_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,01/05/2017,230,yes,no
Pf_B_1_D230_S129_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,01/05/2017,230,yes,no
Pf_B_1_D230_S129_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,01/05/2017,230,yes,no
Pf_B_1_D230_S129_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,01/05/2017,230,yes,no
Pf_B_1_D244_S147_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/03/2018,244,no,yes
Pf_B_1_D244_S147_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/03/2018,244,no,yes
Pf_B_1_D244_S147_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/03/2018,244,no,yes
Pf_B_1_D244_S147_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,06/03/2018,244,no,yes
Pf_B_1_D272_S124_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,03/04/2018,272,no,yes
Pf_B_1_D272_S124_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,03/04/2018,272,no,yes
Pf_B_1_D272_S124_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,03/04/2018,272,no,yes
Pf_B_1_D272_S124_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,03/04/2018,272,no,yes
Pf_B_1_D28_S113_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,11/10/2016,28,no,yes
Pf_B_1_D28_S113_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,11/10/2016,28,no,yes
Pf_B_1_D28_S113_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,11/10/2016,28,no,yes
Pf_B_1_D28_S113_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,11/10/2016,28,no,yes
Pf_B_1_D56_S84_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,08/11/2016,56,no,yes
Pf_B_1_D56_S84_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,08/11/2016,56,no,yes
Pf_B_1_D56_S84_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,08/11/2016,56,no,yes
Pf_B_1_D56_S84_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,08/11/2016,56,no,yes
Pf_B_1_D83_S90_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,05/12/2016,83,no,yes
Pf_B_1_D83_S90_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,05/12/2016,83,no,yes
Pf_B_1_D83_S90_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,05/12/2016,83,no,yes
Pf_B_1_D83_S90_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,1,05/12/2016,83,no,yes
Pf_B_2_D146_S103_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/02/2017,146,no,yes
Pf_B_2_D146_S103_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/02/2017,146,no,yes
Pf_B_2_D146_S103_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/02/2017,146,no,yes
Pf_B_2_D146_S103_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/02/2017,146,no,yes
Pf_B_2_D174_S163_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/03/2017,174,no,yes
Pf_B_2_D174_S163_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/03/2017,174,no,yes
Pf_B_2_D174_S163_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/03/2017,174,no,yes
Pf_B_2_D174_S163_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/03/2017,174,no,yes
Pf_B_2_D181_S117_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,13/03/2017,181,no,yes
Pf_B_2_D181_S117_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,13/03/2017,181,no,yes
Pf_B_2_D181_S117_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,13/03/2017,181,no,yes
Pf_B_2_D181_S117_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,13/03/2017,181,no,yes
Pf_B_2_D202_S93_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,03/04/2017,202,no,yes
Pf_B_2_D202_S93_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,03/04/2017,202,no,yes
Pf_B_2_D202_S93_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,03/04/2017,202,no,yes
Pf_B_2_D202_S93_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,03/04/2017,202,no,yes
Pf_B_2_D230_S141_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,01/05/2017,230,yes,no
Pf_B_2_D230_S141_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,01/05/2017,230,yes,no
Pf_B_2_D230_S141_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,01/05/2017,230,yes,no
Pf_B_2_D230_S141_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,01/05/2017,230,yes,no
Pf_B_2_D244_S119_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,21/08/2017,244,no,yes
Pf_B_2_D244_S119_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,21/08/2017,244,no,yes
Pf_B_2_D244_S119_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,21/08/2017,244,no,yes
Pf_B_2_D244_S119_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,21/08/2017,244,no,yes
Pf_B_2_D272_S179_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,18/09/2017,272,no,yes
Pf_B_2_D272_S179_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,18/09/2017,272,no,yes
Pf_B_2_D272_S179_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,18/09/2017,272,no,yes
Pf_B_2_D272_S179_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,18/09/2017,272,no,yes
Pf_B_2_D28_S125_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,11/10/2016,28,no,yes
Pf_B_2_D28_S125_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,11/10/2016,28,no,yes
Pf_B_2_D28_S125_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,11/10/2016,28,no,yes
Pf_B_2_D28_S125_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,11/10/2016,28,no,yes
Pf_B_2_D301_S144_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,17/10/2017,301,no,yes
Pf_B_2_D301_S144_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,17/10/2017,301,no,yes
Pf_B_2_D301_S144_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,17/10/2017,301,no,yes
Pf_B_2_D301_S144_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,17/10/2017,301,no,yes
Pf_B_2_D329_S97_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,14/11/2017,329,no,yes
Pf_B_2_D329_S97_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,14/11/2017,329,no,yes
Pf_B_2_D329_S97_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,14/11/2017,329,no,yes
Pf_B_2_D329_S97_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,14/11/2017,329,no,yes
Pf_B_2_D357_S157_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,12/12/2017,357,no,yes
Pf_B_2_D357_S157_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,12/12/2017,357,no,yes
Pf_B_2_D357_S157_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,12/12/2017,357,no,yes
Pf_B_2_D357_S157_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,12/12/2017,357,no,yes
Pf_B_2_D385_S134_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,09/01/2018,385,no,yes
Pf_B_2_D385_S134_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,09/01/2018,385,no,yes
Pf_B_2_D385_S134_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,09/01/2018,385,no,yes
Pf_B_2_D385_S134_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,09/01/2018,385,no,yes
Pf_B_2_D413_S182_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/02/2018,413,no,yes
Pf_B_2_D413_S182_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/02/2018,413,no,yes
Pf_B_2_D413_S182_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/02/2018,413,no,yes
Pf_B_2_D413_S182_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/02/2018,413,no,yes
Pf_B_2_D441_S159_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/03/2018,441,no,yes
Pf_B_2_D441_S159_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/03/2018,441,no,yes
Pf_B_2_D441_S159_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/03/2018,441,no,yes
Pf_B_2_D441_S159_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,06/03/2018,441,no,yes
Pf_B_2_D469_S136_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,03/04/2018,469,no,yes
Pf_B_2_D469_S136_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,03/04/2018,469,no,yes
Pf_B_2_D469_S136_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,03/04/2018,469,no,yes
Pf_B_2_D469_S136_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,03/04/2018,469,no,yes
Pf_B_2_D56_S8_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,08/11/2016,56,no,yes
Pf_B_2_D56_S8_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,08/11/2016,56,no,yes
Pf_B_2_D56_S8_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,08/11/2016,56,no,yes
Pf_B_2_D56_S8_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,08/11/2016,56,no,yes
Pf_B_2_D83_S74_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,05/12/2016,83,no,yes
Pf_B_2_D83_S74_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,05/12/2016,83,no,yes
Pf_B_2_D83_S74_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,05/12/2016,83,no,yes
Pf_B_2_D83_S74_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,2,05/12/2016,83,no,yes
Pf_B_3_D146_S115_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/02/2017,146,no,yes
Pf_B_3_D146_S115_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/02/2017,146,no,yes
Pf_B_3_D146_S115_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/02/2017,146,no,yes
Pf_B_3_D146_S115_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/02/2017,146,no,yes
Pf_B_3_D174_S175_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/03/2017,174,no,yes
Pf_B_3_D174_S175_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/03/2017,174,no,yes
Pf_B_3_D174_S175_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/03/2017,174,no,yes
Pf_B_3_D174_S175_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/03/2017,174,no,yes
Pf_B_3_D181_S128_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,13/03/2017,181,no,yes
Pf_B_3_D181_S128_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,13/03/2017,181,no,yes
Pf_B_3_D181_S128_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,13/03/2017,181,no,yes
Pf_B_3_D181_S128_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,13/03/2017,181,no,yes
Pf_B_3_D202_S105_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,03/04/2017,202,no,yes
Pf_B_3_D202_S105_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,03/04/2017,202,no,yes
Pf_B_3_D202_S105_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,03/04/2017,202,no,yes
Pf_B_3_D202_S105_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,03/04/2017,202,no,yes
Pf_B_3_D230_S153_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,01/05/2017,230,yes,no
Pf_B_3_D230_S153_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,01/05/2017,230,yes,no
Pf_B_3_D230_S153_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,01/05/2017,230,yes,no
Pf_B_3_D230_S153_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,01/05/2017,230,yes,no
Pf_B_3_D244_S131_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,21/08/2017,244,no,yes
Pf_B_3_D244_S131_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,21/08/2017,244,no,yes
Pf_B_3_D244_S131_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,21/08/2017,244,no,yes
Pf_B_3_D244_S131_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,21/08/2017,244,no,yes
Pf_B_3_D272_S96_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,18/09/2017,272,no,yes
Pf_B_3_D272_S96_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,18/09/2017,272,no,yes
Pf_B_3_D272_S96_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,18/09/2017,272,no,yes
Pf_B_3_D272_S96_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,18/09/2017,272,no,yes
Pf_B_3_D28_S40_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,11/10/2016,28,no,yes
Pf_B_3_D28_S40_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,11/10/2016,28,no,yes
Pf_B_3_D28_S40_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,11/10/2016,28,no,yes
Pf_B_3_D28_S40_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,11/10/2016,28,no,yes
Pf_B_3_D301_S156_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,17/10/2017,301,no,yes
Pf_B_3_D301_S156_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,17/10/2017,301,no,yes
Pf_B_3_D301_S156_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,17/10/2017,301,no,yes
Pf_B_3_D301_S156_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,17/10/2017,301,no,yes
Pf_B_3_D329_S109_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,14/11/2017,329,no,yes
Pf_B_3_D329_S109_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,14/11/2017,329,no,yes
Pf_B_3_D329_S109_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,14/11/2017,329,no,yes
Pf_B_3_D329_S109_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,14/11/2017,329,no,yes
Pf_B_3_D357_S169_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,12/12/2017,357,no,yes
Pf_B_3_D357_S169_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,12/12/2017,357,no,yes
Pf_B_3_D357_S169_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,12/12/2017,357,no,yes
Pf_B_3_D357_S169_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,12/12/2017,357,no,yes
Pf_B_3_D385_S146_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,09/01/2018,385,no,yes
Pf_B_3_D385_S146_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,09/01/2018,385,no,yes
Pf_B_3_D385_S146_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,09/01/2018,385,no,yes
Pf_B_3_D385_S146_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,09/01/2018,385,no,yes
Pf_B_3_D413_S99_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/02/2018,413,no,yes
Pf_B_3_D413_S99_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/02/2018,413,no,yes
Pf_B_3_D413_S99_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/02/2018,413,no,yes
Pf_B_3_D413_S99_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/02/2018,413,no,yes
Pf_B_3_D441_S171_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/03/2018,441,no,yes
Pf_B_3_D441_S171_L002_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/03/2018,441,no,yes
Pf_B_3_D441_S171_L003_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/03/2018,441,no,yes
Pf_B_3_D441_S171_L004_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,06/03/2018,441,no,yes
Pf_B_3_D469_S148_L001_rg,bacteria_alone,Pseudomonas_fluorescens_SBW25,3,03/04/2018,469,no,yes
